0.000000000000000000e+00,9.895425891485358783e-01,0.000000000000000000e+00,4.259744912323882637e+00
-3.837070570637398596e-03,9.870391103276602296e-01,0.000000000000000000e+00,4.046232988398882569e+00
-1.998081273170782511e-03,9.907067047131269399e-01,0.000000000000000000e+00,4.256064978291452583e+00
-2.255207621026365707e-03,9.888776962316263575e-01,8.585506583855605917e-03,4.224404483896760709e+00
-1.750184298019393566e-03,9.892845648326725749e-01,2.026884977254601872e-02,4.389948901536874004e+00
-2.640791725872125399e-03,9.910628095922304759e-01,2.053226943492606968e-02,4.024312817611781057e+00
-4.347877450050750998e-03,9.913546058323536858e-01,1.667482552469506940e-02,4.188671402259503296e+00
-7.774020931046838126e-03,9.902432017805086195e-01,1.340654350658554428e-02,4.287590162870897004e+00
-6.484242941903211113e-03,9.890484948764551865e-01,2.702509244726002124e-02,4.248415944969240243e+00
-5.586572667811342402e-03,9.900923445447616933e-01,2.702197801275144778e-02,4.204461752513259043e+00
-4.472741535433139362e-03,9.961761990709537828e-01,2.665836842225444842e-02,4.155699216425609244e+00
2.010854175501270574e-02,9.989580577898709013e-01,1.154065990925270818e-01,4.144178641529506990e+00
4.147325890603399678e-02,1.002194432359924781e+00,3.205071142985163601e-01,4.311042951576729010e+00
6.105224007013027032e-02,9.973338948076579946e-01,6.221379693434940794e-01,4.125567231330069973e+00
7.794774719614910863e-02,9.845145590818742409e-01,8.823553060489465194e-01,4.277307360168538963e+00
9.173883273917128600e-02,9.718748637324831074e-01,9.801097444116487756e-01,4.270838998845088774e+00
1.053719218639255772e-01,9.528879382241774998e-01,9.990762462468896210e-01,4.337396022736140111e+00
1.152502037925256101e-01,9.274184480423640631e-01,9.911830440788731433e-01,4.363153823323583147e+00
1.234304430459506469e-01,8.893832211572614277e-01,9.842246675057179095e-01,4.192423232610957839e+00
1.343708161591330719e-01,8.445050696343686658e-01,1.000000000000000000e+00,1.791556894395198496e+00
1.427456287991689110e-01,7.939359174464383218e-01,1.000000000000000000e+00,1.493083582150103616e+00
1.506119434685951886e-01,7.429838665782131368e-01,1.000000000000000000e+00,1.523451038991549655e+00
1.518720791091263678e-01,6.844149034641089369e-01,1.000000000000000000e+00,1.708088059145694615e+00
1.539851965865948746e-01,6.371641693887161173e-01,9.847254146701250876e-01,1.606125411024827088e+00
1.579878255977379686e-01,5.976657518954650028e-01,9.690026595087712913e-01,1.634964839478075360e+00
1.598035266788572772e-01,5.573055798952638584e-01,9.619550236633400697e-01,1.737144645597051840e+00
1.617969094481579717e-01,5.266634024034267947e-01,9.686511425549574339e-01,4.428119312679370978e+00
1.616464629950202792e-01,4.997070743746804822e-01,1.000000000000000000e+00,4.686730541370569547e+00
1.609281928228233904e-01,4.770142778752032853e-01,1.000000000000000000e+00,4.405119203492706248e+00
1.613382665883764666e-01,4.502615359157647879e-01,1.000000000000000000e+00,4.692295747940709916e+00
1.586281664451521523e-01,4.318263490643839964e-01,1.000000000000000000e+00,8.224631282628998008e+00
1.572640892767101783e-01,4.127113602376429324e-01,1.000000000000000000e+00,6.703197772830704615e+00
1.551902998373482223e-01,3.876384238364024015e-01,9.891538773003015761e-01,6.863808191529708225e+00
1.523505633775222579e-01,3.685380426555536770e-01,9.504723978662233952e-01,6.929465400916555495e+00
1.496491074174612079e-01,3.515589635194575346e-01,9.673161185127613360e-01,6.988051008715856049e+00
1.498142972810056484e-01,3.347358291156515842e-01,9.912115128283571774e-01,6.668259076586808831e+00
1.465879838383386813e-01,3.227397761086198136e-01,9.996093089275481791e-01,6.496648190346095753e+00
1.422663507402611716e-01,3.055130470949008470e-01,1.000000000000000000e+00,6.345466780194642276e+00
1.402354559913650267e-01,2.914468313161114321e-01,1.000000000000000000e+00,6.665427015407799693e+00
1.343127955740844592e-01,2.912661627411717857e-01,9.916391137589043447e-01,6.496774943023753579e+00
1.297046613664371295e-01,2.852252928467588489e-01,8.861493732801337675e-01,2.691264638620883165e+00
1.275283738883144780e-01,2.736087068380075871e-01,6.423769961510713555e-01,2.877424633088431438e+00
1.254898980264590458e-01,2.679394968267608812e-01,3.475353354938234829e-01,3.070518682069582450e+00
1.229016992725549956e-01,2.613471667472055948e-01,1.244161577296535731e-01,2.868210690742796665e+00
1.184722641283258299e-01,2.562200349502076202e-01,2.103242124514265177e-02,2.598005782140066611e+00
1.144542200820931471e-01,2.514370711841977246e-01,9.087586458621652735e-03,3.058252213025438593e+00
1.122025407988237189e-01,2.507422443079577179e-01,2.849663926119175295e-02,1.716759281873545984e+00
1.063634943234581381e-01,2.447159545217135468e-01,3.080009686872554192e-02,1.821697301624634280e+00
1.014893550630843883e-01,2.424864278743116830e-01,1.245494911179923815e-02,1.692241074723573657e+00
9.620841773266415597e-02,2.390332330827880936e-01,0.000000000000000000e+00,4.893237670267813755e+00
9.361965396001584172e-02,2.343564830898335616e-01,0.000000000000000000e+00,4.745842623474490374e+00
9.344982229668978568e-02,2.308736395201101965e-01,0.000000000000000000e+00,4.922599555469671095e+00
8.893665785204897534e-02,2.275248766184337357e-01,0.000000000000000000e+00,4.863622295849869381e+00
8.620068861767962720e-02,2.226162555492301742e-01,0.000000000000000000e+00,4.850543388886372043e+00
8.243057307744283690e-02,2.191732976759512563e-01,0.000000000000000000e+00,4.591518928562007495e+00
8.172691289583242091e-02,2.153489994279704223e-01,0.000000000000000000e+00,5.035977557282024009e+00
7.964777753856996934e-02,2.111381707848901390e-01,0.000000000000000000e+00,4.844673462956329502e+00
7.497440888652721902e-02,2.108171896635659404e-01,0.000000000000000000e+00,9.936526572470624430e+00
6.906361265659985427e-02,2.068045229932710394e-01,0.000000000000000000e+00,9.781024068401912075e+00
6.690834437427994885e-02,2.002192950237924873e-01,4.234665017432201820e-03,9.755288121912723653e+00
6.800088807113831291e-02,2.007719262387705483e-01,2.651317779790017537e-02,9.808296139848529549e+00
6.608136315886437018e-02,1.971638770705758381e-01,2.929056935794411773e-02,9.704800898154354982e+00
6.380994350887736477e-02,1.933877935592316910e-01,1.653082810238105591e-02,9.849614338164682792e+00
6.134623100895491427e-02,1.916515455999015238e-01,0.000000000000000000e+00,7.541544112973730840e+00
5.775902118241023342e-02,1.856567403705970121e-01,5.468299865121998594e-03,7.503466705316401253e+00
5.522243573610706446e-02,1.864762412105629152e-01,1.356658178356379141e-02,7.301282145467302698e+00
5.601760454322313870e-02,1.883827486093206938e-01,1.722934276684780219e-02,7.462439509615771627e+00
5.159103327277518580e-02,1.818590900959189405e-01,5.641613499727268777e-02,1.751571647348719063e+00
4.957169129470011260e-02,1.816216969650061852e-01,5.432197202446503725e-02,1.734083033479928648e+00
4.543752843571078476e-02,1.783150413518536648e-01,4.248976382368337829e-02,1.717101347537171252e+00
4.186119970644441163e-02,1.752937031669961621e-01,5.098414294502380539e-02,1.584696577977735554e+00
3.937758690667049477e-02,1.749303191364513232e-01,1.939387763020479494e-02,2.761038285160605454e+00
3.732148978778426079e-02,1.726763116311355040e-01,0.000000000000000000e+00,2.777361624711423893e+00
3.529655153826006392e-02,1.697567346855636816e-01,1.486129468291665090e-02,2.691080685407937878e+00
3.393614689645298860e-02,1.695703754795508666e-01,1.813284555331149198e-02,2.909593293989104268e+00
3.193901347002925384e-02,1.703455520195089890e-01,7.701512586198491425e-03,2.826656320932949829e+00
3.375562397514546287e-02,1.690876753107682096e-01,3.209381990876652990e-02,8.433323215985200960e+00
3.314351514242510482e-02,1.721441611103900482e-01,6.042437922766882852e-02,8.411007046569320522e+00
3.055040361467623033e-02,1.655592673512613910e-01,8.042867232023152846e-02,5.915912591559604472e+00
3.038260587585542988e-02,1.626328263719246381e-01,1.049350705725518029e-01,6.055380305491823378e+00
3.036732158327002870e-02,1.651283454010047669e-01,9.681561958012395441e-02,6.141156048285439262e+00
2.776828085353003767e-02,1.558082599325398554e-01,6.093972460156858728e-02,6.041108321861585750e+00
2.755891495045987433e-02,1.531814191171017026e-01,1.716916028281349066e-02,6.019695227654551672e+00
2.781357671415058894e-02,1.562563609091980332e-01,0.000000000000000000e+00,9.300608951997261897e+00
2.550732219917387078e-02,1.479314323147865595e-01,9.034149533189140407e-03,9.366740127685508455e+00
2.441007762376920173e-02,1.447214946951805858e-01,3.496713924432163362e-02,9.336749250634472475e+00
2.504839788798387396e-02,1.394334708746139961e-01,4.188025283270629950e-02,9.199269533368187979e+00
2.661879025141097171e-02,1.388927708829587881e-01,4.033531219594395367e-02,9.406396129772527814e+00
