# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.361122880628556464e-01,0.000000000000000000e+00,1.977383875434072902e+00
5.000000000000000278e-02,0.000000000000000000e+00,4.626097783168747648e-04,8.343928777446854017e-01,0.000000000000000000e+00,1.726173610973584793e+00
1.000000000000000056e-01,0.000000000000000000e+00,-1.026192886578964746e-03,8.370518704452821757e-01,0.000000000000000000e+00,1.750207607798189846e+00
1.500000000000000222e-01,0.000000000000000000e+00,-2.273163081196273583e-03,8.420029989760032807e-01,0.000000000000000000e+00,1.788680801591203906e+00
2.000000000000000111e-01,0.000000000000000000e+00,-8.858758781012669899e-04,8.421429995495274268e-01,0.000000000000000000e+00,1.840551981926520808e+00
2.500000000000000000e-01,0.000000000000000000e+00,-2.170140252430433851e-03,8.441537702635562024e-01,1.134574478749981671e-03,1.934700504051915182e+00
3.000000000000000444e-01,0.000000000000000000e+00,-2.449702456512022411e-03,8.427626074822069935e-01,0.000000000000000000e+00,1.743594853369009323e+00
3.500000000000000333e-01,0.000000000000000000e+00,-1.991666721107813228e-03,8.430758589525846336e-01,0.000000000000000000e+00,1.831591160936023810e+00
4.000000000000000222e-01,0.000000000000000000e+00,-7.587193519510660941e-05,8.416110545800128406e-01,9.543579195871839532e-03,1.718349593193299940e+00
4.500000000000000111e-01,0.000000000000000000e+00,-1.793969980275022472e-03,8.427783521536563738e-01,2.245743915645715544e-02,1.817309627064983557e+00
5.000000000000000000e-01,0.000000000000000000e+00,-2.213913722042727770e-03,8.439612501868970496e-01,3.279402573942165333e-02,1.753683727669829606e+00
5.500000000000000444e-01,0.000000000000000000e+00,-3.218955312016583484e-03,8.446413016296796528e-01,3.183438992252479727e-02,1.928099715434135719e+00
6.000000000000000888e-01,0.000000000000000000e+00,-2.006419985643539614e-03,8.457806590171810246e-01,2.202509797255332996e-02,1.860792601301048510e+00
6.500000000000000222e-01,0.000000000000000000e+00,-8.009224424750330945e-04,8.467476463002360232e-01,2.043002756162344558e-02,1.989759506406365563e+00
7.000000000000000666e-01,0.000000000000000000e+00,-2.850225285403925387e-03,8.498901801941614043e-01,2.881194960673203603e-02,1.748350231139092603e+00
7.500000000000000000e-01,0.000000000000000000e+00,-2.426420153018447618e-03,8.454590802922692383e-01,1.628804219501066297e-02,1.776867744262412341e+00
8.000000000000000444e-01,0.000000000000000000e+00,-1.406487474435134510e-03,8.450098919265831565e-01,0.000000000000000000e+00,1.639599454527798539e+00
8.500000000000000888e-01,0.000000000000000000e+00,-6.559136165900295154e-04,8.475188014061416641e-01,0.000000000000000000e+00,1.745231492030995923e+00
9.000000000000000222e-01,0.000000000000000000e+00,-2.547516892269212612e-03,8.474240606409035870e-01,1.211293418277005051e-03,1.907547034259510443e+00
9.500000000000000666e-01,0.000000000000000000e+00,-2.191665700727145772e-03,8.475040718494197822e-01,1.323121557310535934e-02,1.825662530598535671e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.993766209643598169e-03,8.486590197787207135e-01,2.854453046609921330e-02,1.645233951216937385e+00
