# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.570372708081530400e-01,4.988098080528100518e-03,5.530343923949445184e+00
1.000000000000000021e-02,0.000000000000000000e+00,3.196605590519047439e-04,9.538324234744779417e-01,5.675720207429545312e-03,5.627653997735066582e+00
2.000000000000000042e-02,0.000000000000000000e+00,-1.366706762213039188e-04,9.542175682951073989e-01,1.333979801959992231e-02,5.478366704394683318e+00
2.999999999999999889e-02,0.000000000000000000e+00,-2.446952943587135253e-04,9.551430281362941477e-01,3.193020076446673183e-02,5.451474166926612241e+00
4.000000000000000083e-02,0.000000000000000000e+00,-3.062293100504408726e-05,9.547846669737313219e-01,3.241558876637865710e-02,5.535567625788937463e+00
5.000000000000000278e-02,0.000000000000000000e+00,4.899112818893577685e-04,9.555941747489067328e-01,5.253547762799952447e-02,5.547265935419300575e+00
5.999999999999999778e-02,0.000000000000000000e+00,5.317759598012397441e-04,9.560497355622753490e-01,7.164391752825195747e-02,5.366050787203902495e+00
7.000000000000000666e-02,0.000000000000000000e+00,8.349386517018731520e-04,9.560894307424819827e-01,4.913983776355181077e-02,5.534465224228017455e+00
8.000000000000000167e-02,0.000000000000000000e+00,1.656856883758831261e-03,9.567971084651420988e-01,4.115488252508887196e-02,5.467448141432568853e+00
8.999999999999999667e-02,0.000000000000000000e+00,1.673706513041599937e-03,9.565313713270842122e-01,3.319506404001210803e-02,5.378606624425076532e+00
1.000000000000000056e-01,0.000000000000000000e+00,7.022643104287606833e-04,9.563940028631360279e-01,1.338959836640471468e-02,5.505445067247932478e+00
1.100000000000000006e-01,0.000000000000000000e+00,6.257049875009208090e-04,9.556149145729163630e-01,0.000000000000000000e+00,5.476139988340907649e+00
1.199999999999999956e-01,0.000000000000000000e+00,1.060720221094427944e-03,9.558073240947645433e-01,0.000000000000000000e+00,5.607148893554500191e+00
1.300000000000000044e-01,0.000000000000000000e+00,9.622313434780839980e-04,9.563435616298547881e-01,0.000000000000000000e+00,5.413261547825727327e+00
1.400000000000000133e-01,0.000000000000000000e+00,1.108637857798259064e-03,9.563276998155674224e-01,0.000000000000000000e+00,5.496092735206294044e+00
1.499999999999999944e-01,0.000000000000000000e+00,9.598210633685970699e-04,9.564384877946485730e-01,0.000000000000000000e+00,5.277107732569092491e+00
1.600000000000000033e-01,0.000000000000000000e+00,1.967826666513922823e-03,9.565275514640930732e-01,2.797556397545073945e-02,5.324832367115886811e+00
1.700000000000000122e-01,0.000000000000000000e+00,2.044766832108727353e-03,9.572022402042075218e-01,2.955048786577185727e-02,5.345594768297960542e+00
1.799999999999999933e-01,0.000000000000000000e+00,2.522517205692029543e-03,9.583740939593693442e-01,1.549228548366131213e-02,5.382439122474542259e+00
1.900000000000000022e-01,0.000000000000000000e+00,2.810217506653963845e-03,9.586140841284274128e-01,0.000000000000000000e+00,5.236076823810503100e+00
2.000000000000000111e-01,0.000000000000000000e+00,2.084788255532901875e-03,9.589908218354139535e-01,0.000000000000000000e+00,5.426424941763859700e+00
2.099999999999999922e-01,0.000000000000000000e+00,1.387554458494782116e-03,9.599247649445697972e-01,0.000000000000000000e+00,5.464855912655885994e+00
2.200000000000000011e-01,0.000000000000000000e+00,2.452098316373503561e-03,9.613117853017034697e-01,0.000000000000000000e+00,5.471498997340202841e+00
2.300000000000000100e-01,0.000000000000000000e+00,2.557957890285288225e-03,9.619590945190145126e-01,0.000000000000000000e+00,5.100451974306139391e+00
2.399999999999999911e-01,0.000000000000000000e+00,2.919109799576523508e-03,9.615488348749342551e-01,0.000000000000000000e+00,5.358101629099272678e+00
2.500000000000000000e-01,0.000000000000000000e+00,3.023945952190116790e-03,9.614511525535817116e-01,0.000000000000000000e+00,5.459102588182523697e+00
2.600000000000000089e-01,0.000000000000000000e+00,3.918017171539537116e-03,9.598011719516397200e-01,0.000000000000000000e+00,5.409599333573503088e+00
2.700000000000000178e-01,0.000000000000000000e+00,4.177105596181326930e-03,9.589304242137359768e-01,0.000000000000000000e+00,5.428607065926560615e+00
2.800000000000000266e-01,0.000000000000000000e+00,3.731296417388408823e-03,9.598311448101002341e-01,0.000000000000000000e+00,5.256857589680861587e+00
