# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305704528350047688e+00,0.000000000000000000e+00,3.524174906960776177e+00
2.000000000000000042e-02,0.000000000000000000e+00,-1.386616488058395151e-03,1.306764712276431428e+00,0.000000000000000000e+00,3.511281122247218445e+00
4.000000000000000083e-02,0.000000000000000000e+00,-2.053251098426513328e-03,1.306600658717214980e+00,0.000000000000000000e+00,3.534791747061604816e+00
5.999999999999999778e-02,0.000000000000000000e+00,-1.965831336097487864e-03,1.304714691969981688e+00,0.000000000000000000e+00,3.578566923712382497e+00
8.000000000000000167e-02,0.000000000000000000e+00,-2.485573670356636990e-03,1.303185144390890615e+00,2.376818899813191999e-02,3.309082519178131232e+00
1.000000000000000056e-01,0.000000000000000000e+00,-3.920577874864676973e-03,1.304225351525577281e+00,2.642735395587338804e-02,3.646122476801135992e+00
1.199999999999999956e-01,0.000000000000000000e+00,-2.816756707797598430e-03,1.305750187157002529e+00,1.150796088529408394e-02,3.552526194538585091e+00
1.400000000000000133e-01,0.000000000000000000e+00,-2.293234904691364689e-03,1.304724124166752208e+00,0.000000000000000000e+00,3.440872935953510403e+00
1.600000000000000033e-01,0.000000000000000000e+00,-1.953283296042510921e-03,1.306611211309386400e+00,0.000000000000000000e+00,3.745959901641269241e+00
1.799999999999999933e-01,0.000000000000000000e+00,-1.602280332938123882e-03,1.306916480347509069e+00,0.000000000000000000e+00,3.554035723422333870e+00
2.000000000000000111e-01,0.000000000000000000e+00,-2.506438157860160863e-03,1.305594742343518799e+00,0.000000000000000000e+00,3.736682294799600790e+00
2.200000000000000011e-01,0.000000000000000000e+00,-2.195244260305384727e-03,1.307535831310612684e+00,0.000000000000000000e+00,3.427011119661266481e+00
2.399999999999999911e-01,0.000000000000000000e+00,-1.695308759623127826e-03,1.309671724492683875e+00,0.000000000000000000e+00,3.475138101889474918e+00
2.600000000000000089e-01,0.000000000000000000e+00,-2.110558677322120057e-03,1.310298263021416609e+00,0.000000000000000000e+00,3.380369575480056898e+00
2.800000000000000266e-01,0.000000000000000000e+00,-2.570835239267241050e-03,1.309724630207355078e+00,0.000000000000000000e+00,3.630384138948557826e+00
2.999999999999999889e-01,0.000000000000000000e+00,-2.022815119456417270e-03,1.310417650552528013e+00,3.347066715199334408e-02,3.540107939856183883e+00
3.200000000000000067e-01,0.000000000000000000e+00,-2.921118293746732993e-03,1.313073902423134598e+00,6.468755758511458842e-02,3.591816449857759608e+00
3.400000000000000244e-01,0.000000000000000000e+00,-3.428364099874255284e-03,1.313553119247299783e+00,6.576706480698528423e-02,3.471854256614701040e+00
3.599999999999999867e-01,0.000000000000000000e+00,-1.829895277664043453e-03,1.313608203538154662e+00,5.026173548616205689e-02,3.629206975605378638e+00
3.800000000000000044e-01,0.000000000000000000e+00,-2.090458757132334592e-03,1.314824012472633585e+00,5.324676766542425776e-02,3.507962839878151495e+00
4.000000000000000222e-01,0.000000000000000000e+00,-1.648992588775492719e-03,1.315981030887152681e+00,6.244047128731392005e-02,3.530586754147358342e+00
4.199999999999999845e-01,0.000000000000000000e+00,-2.123029792451039052e-03,1.320023145353521610e+00,6.488084103309144091e-02,3.552076640987889888e+00
4.400000000000000022e-01,0.000000000000000000e+00,-3.069192941558487528e-03,1.321027973298046110e+00,6.322256723248272092e-02,3.635465084627933052e+00
4.600000000000000200e-01,0.000000000000000000e+00,-3.328692234749386445e-03,1.324788944701790427e+00,4.557690402574133409e-02,3.552370829797296459e+00
4.799999999999999822e-01,0.000000000000000000e+00,-3.074958817149429317e-03,1.326499775574453643e+00,3.878003332710634743e-02,3.616960468431537290e+00
5.000000000000000000e-01,0.000000000000000000e+00,-3.016304883766357005e-03,1.329144936162391710e+00,3.045459015634247035e-02,3.604882063490968847e+00
5.200000000000000178e-01,0.000000000000000000e+00,-1.634110040460416517e-03,1.329062568100679798e+00,3.005792881754672588e-02,3.644969968913365221e+00
5.400000000000000355e-01,0.000000000000000000e+00,-2.871651260710792603e-03,1.332573011830032739e+00,3.029717765401001781e-02,3.456036064298571908e+00
5.600000000000000533e-01,0.000000000000000000e+00,-4.036835501262300667e-03,1.335149287509737270e+00,1.578968053698950186e-02,3.662418514866998098e+00
5.799999999999999600e-01,0.000000000000000000e+00,-4.049908583490992135e-03,1.336088640006676265e+00,2.364666183171923453e-02,3.486632855661643937e+00
5.999999999999999778e-01,0.000000000000000000e+00,-3.347161126633626735e-03,1.338915545634160820e+00,1.721350132043228398e-02,3.554738845321887553e+00
6.199999999999999956e-01,0.000000000000000000e+00,-3.249046931530352213e-03,1.340005164192016762e+00,5.401132697240940660e-03,3.674775043960739840e+00
