# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078097263102757442e+00,3.800154789311100019e-03,5.842350460716402516e+00
1.000000000000000021e-02,0.000000000000000000e+00,-7.519084610366457344e-04,1.079030824576184155e+00,1.159796572706601678e-02,5.760909710305102571e+00
2.000000000000000042e-02,0.000000000000000000e+00,-6.817279285849239335e-04,1.077987841498205146e+00,2.014644674809178485e-03,5.718865658063025492e+00
2.999999999999999889e-02,0.000000000000000000e+00,-3.626590093847403655e-04,1.077749543742090532e+00,2.428276023076193779e-03,5.671240331602346529e+00
4.000000000000000083e-02,0.000000000000000000e+00,3.491246440405040060e-04,1.078040218461409294e+00,0.000000000000000000e+00,5.761312476771661473e+00
5.000000000000000278e-02,0.000000000000000000e+00,-6.591140003113988340e-04,1.079512512858879170e+00,0.000000000000000000e+00,5.754129027768152937e+00
5.999999999999999778e-02,0.000000000000000000e+00,-1.545348078338719833e-03,1.080898607524882760e+00,0.000000000000000000e+00,5.895473866307190391e+00
7.000000000000000666e-02,0.000000000000000000e+00,-1.351195442856215154e-03,1.080278244892467487e+00,0.000000000000000000e+00,5.806035893673475279e+00
8.000000000000000167e-02,0.000000000000000000e+00,-1.590346168033029842e-03,1.081062680357990136e+00,0.000000000000000000e+00,5.700671035194941894e+00
8.999999999999999667e-02,0.000000000000000000e+00,-1.147325821275178110e-03,1.081775715039214658e+00,0.000000000000000000e+00,5.900369429932236898e+00
1.000000000000000056e-01,0.000000000000000000e+00,-9.916565193332828061e-04,1.081798667585741613e+00,8.830658014514537052e-03,5.684403884231608473e+00
1.100000000000000006e-01,0.000000000000000000e+00,-4.651248775641580882e-04,1.080133392742244292e+00,1.718735909143035562e-02,5.862043549573509260e+00
1.199999999999999956e-01,0.000000000000000000e+00,-5.356730977335306520e-04,1.079161163708835414e+00,2.332913544408942233e-02,5.784121126784294908e+00
1.300000000000000044e-01,0.000000000000000000e+00,-4.142210556396658250e-05,1.080203322171781277e+00,1.114406547481971814e-02,5.892382958144978033e+00
1.400000000000000133e-01,0.000000000000000000e+00,9.094346817422771945e-04,1.081082163000643970e+00,3.808557011948763768e-03,5.867896210630598297e+00
1.499999999999999944e-01,0.000000000000000000e+00,1.609001097814206915e-03,1.081918534162271905e+00,1.290359300539119236e-03,5.821973749264103937e+00
1.600000000000000033e-01,0.000000000000000000e+00,1.706320310191479159e-03,1.081588743842357259e+00,0.000000000000000000e+00,5.711503992553751630e+00
1.700000000000000122e-01,0.000000000000000000e+00,1.537479672419482741e-03,1.081375772715065908e+00,0.000000000000000000e+00,5.796749008413957682e+00
1.799999999999999933e-01,0.000000000000000000e+00,1.890628580312991337e-03,1.080389473459384408e+00,0.000000000000000000e+00,5.722008100854941048e+00
1.900000000000000022e-01,0.000000000000000000e+00,2.339205179670714955e-03,1.081065454439405382e+00,0.000000000000000000e+00,5.790537939050864225e+00
2.000000000000000111e-01,0.000000000000000000e+00,1.656728578654219266e-03,1.081252349413199365e+00,0.000000000000000000e+00,5.845327519544381012e+00
2.099999999999999922e-01,0.000000000000000000e+00,1.399509828702171508e-03,1.083717133858229209e+00,0.000000000000000000e+00,5.885226988584254748e+00
