# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.894573057412465289e-01,0.000000000000000000e+00,4.706179630964887117e+00
1.000000000000000021e-02,0.000000000000000000e+00,2.101187448296983756e-04,6.876381103600042177e-01,0.000000000000000000e+00,4.671082711655437869e+00
2.000000000000000042e-02,0.000000000000000000e+00,6.091258363659093292e-04,6.867152793340530748e-01,0.000000000000000000e+00,4.619089904438289373e+00
2.999999999999999889e-02,0.000000000000000000e+00,8.650254016408930220e-04,6.860081418709631507e-01,0.000000000000000000e+00,4.852700541973874238e+00
4.000000000000000083e-02,0.000000000000000000e+00,5.266111971213352765e-04,6.862592576112549470e-01,0.000000000000000000e+00,4.747059342305124829e+00
5.000000000000000278e-02,0.000000000000000000e+00,4.599944754690480048e-04,6.862954850898110859e-01,0.000000000000000000e+00,4.587751918401717255e+00
5.999999999999999778e-02,0.000000000000000000e+00,7.051730147958745060e-04,6.863721598230962950e-01,0.000000000000000000e+00,4.607726167784696791e+00
7.000000000000000666e-02,0.000000000000000000e+00,1.270020165165738901e-03,6.862168594882588346e-01,0.000000000000000000e+00,4.709314521804132347e+00
8.000000000000000167e-02,0.000000000000000000e+00,1.098628137877136722e-03,6.862175776698602458e-01,0.000000000000000000e+00,4.654353729705368536e+00
8.999999999999999667e-02,0.000000000000000000e+00,1.416137717389175229e-03,6.863577549052303217e-01,0.000000000000000000e+00,4.699685600914333072e+00
1.000000000000000056e-01,0.000000000000000000e+00,1.132679131348332969e-03,6.870889519135773282e-01,0.000000000000000000e+00,4.610244906066296444e+00
1.100000000000000006e-01,0.000000000000000000e+00,1.135996027361840452e-03,6.878809296954517816e-01,0.000000000000000000e+00,4.697362388663502308e+00
1.199999999999999956e-01,0.000000000000000000e+00,7.123387653863044343e-04,6.872605910053034561e-01,7.617797700778750070e-03,4.843761068693948957e+00
1.300000000000000044e-01,0.000000000000000000e+00,7.823723183754184053e-04,6.859163188530118527e-01,0.000000000000000000e+00,4.534786055202643773e+00
1.400000000000000133e-01,0.000000000000000000e+00,6.958968045080583635e-04,6.854726413353550152e-01,0.000000000000000000e+00,4.659936566413612979e+00
1.499999999999999944e-01,0.000000000000000000e+00,8.956975311641871646e-04,6.830665699594440365e-01,1.035612234091835837e-02,4.668139443334872851e+00
1.600000000000000033e-01,0.000000000000000000e+00,7.265908083819628714e-04,6.834888151454230343e-01,1.959818121924558447e-03,4.575789954100458523e+00
1.700000000000000122e-01,0.000000000000000000e+00,7.663675952829039194e-04,6.830421388367956537e-01,1.199055684339996042e-02,4.674176186389773058e+00
1.799999999999999933e-01,0.000000000000000000e+00,6.435623174074246462e-04,6.834201103109512898e-01,1.142204498457136466e-02,4.873732043107191991e+00
1.900000000000000022e-01,0.000000000000000000e+00,1.254772199310672486e-03,6.847467926748996847e-01,2.051072220132194729e-03,4.807705545919012557e+00
2.000000000000000111e-01,0.000000000000000000e+00,1.327400153195319342e-03,6.843458923197660582e-01,1.871416406213440020e-02,4.689465776412263587e+00
2.099999999999999922e-01,0.000000000000000000e+00,8.671739997652142462e-04,6.824639406710382161e-01,1.314022202270088112e-02,4.853671910148303681e+00
2.200000000000000011e-01,0.000000000000000000e+00,1.333100470992562483e-03,6.815046510380573519e-01,0.000000000000000000e+00,4.769226857762418170e+00
2.300000000000000100e-01,0.000000000000000000e+00,6.857169298808487050e-04,6.835906895549025419e-01,0.000000000000000000e+00,4.828784591637992563e+00
2.399999999999999911e-01,0.000000000000000000e+00,1.333035415361523163e-03,6.835291050686741476e-01,0.000000000000000000e+00,4.730426576744497069e+00
2.500000000000000000e-01,0.000000000000000000e+00,1.217682520250495124e-03,6.825706427618041250e-01,3.006837893037992565e-03,4.686035072685512226e+00
2.600000000000000089e-01,0.000000000000000000e+00,1.667101752145815075e-03,6.829283350150086029e-01,2.222551615682957435e-02,4.606784566864103425e+00
