# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.677948009375920924e-01,1.210761489146530180e-02,8.092707702570905326e+00
2.000000000000000042e-02,0.000000000000000000e+00,6.634182727406140933e-04,8.668191269142204725e-01,3.692576754769043290e-02,8.004297109469455052e+00
4.000000000000000083e-02,0.000000000000000000e+00,7.487510865576869901e-04,8.667641676591644195e-01,7.658825147372480546e-02,8.198045184959850573e+00
5.999999999999999778e-02,0.000000000000000000e+00,-2.936054312115372400e-04,8.665868331414625647e-01,1.048379081330534784e-01,8.245285633982225804e+00
8.000000000000000167e-02,0.000000000000000000e+00,6.073807131059546323e-05,8.656685415401542683e-01,9.544258814850344053e-02,8.341630352312410679e+00
1.000000000000000056e-01,0.000000000000000000e+00,9.708444609299044913e-05,8.662236623045398431e-01,8.371874601137054006e-02,8.161499369004928894e+00
1.199999999999999956e-01,0.000000000000000000e+00,3.445295553617485533e-04,8.667190019110605492e-01,6.770482825366752611e-02,8.367568239917916983e+00
1.400000000000000133e-01,0.000000000000000000e+00,-1.228887264901223800e-04,8.673668145055871692e-01,2.167521107874074288e-02,8.137546008250810203e+00
1.600000000000000033e-01,0.000000000000000000e+00,-9.175713713204802779e-04,8.674831368647731855e-01,0.000000000000000000e+00,8.303316832764835453e+00
1.799999999999999933e-01,0.000000000000000000e+00,-2.037024005111982145e-03,8.691133513125260945e-01,2.703136628196333574e-03,8.018438279472833941e+00
2.000000000000000111e-01,0.000000000000000000e+00,-2.743118431006046944e-03,8.705392240695438710e-01,0.000000000000000000e+00,8.122349786919352610e+00
2.200000000000000011e-01,0.000000000000000000e+00,-3.629186107618371203e-03,8.729235499891566663e-01,0.000000000000000000e+00,8.043560436868149921e+00
2.399999999999999911e-01,0.000000000000000000e+00,-4.032802096415236300e-03,8.704506812567510687e-01,0.000000000000000000e+00,8.165359527259719030e+00
2.600000000000000089e-01,0.000000000000000000e+00,-3.896860740610525852e-03,8.713180201587736873e-01,0.000000000000000000e+00,8.021597334774002164e+00
2.800000000000000266e-01,0.000000000000000000e+00,-2.906674502334148820e-03,8.736560443846184132e-01,0.000000000000000000e+00,8.173265535834563167e+00
2.999999999999999889e-01,0.000000000000000000e+00,-2.814059514344452711e-03,8.746464977181150902e-01,0.000000000000000000e+00,8.308383096323183281e+00
3.200000000000000067e-01,0.000000000000000000e+00,-4.520044741417899269e-03,8.749294976984473005e-01,0.000000000000000000e+00,8.145714832354277846e+00
3.400000000000000244e-01,0.000000000000000000e+00,-5.055137801136749300e-03,8.743653510964338738e-01,0.000000000000000000e+00,8.377217817882435469e+00
3.599999999999999867e-01,0.000000000000000000e+00,-4.380622849006489058e-03,8.747432735915852131e-01,0.000000000000000000e+00,8.108681091379795092e+00
3.800000000000000044e-01,0.000000000000000000e+00,-4.794962067156504151e-03,8.755149821677543631e-01,0.000000000000000000e+00,8.169917317526440570e+00
4.000000000000000222e-01,0.000000000000000000e+00,-4.386699062664554949e-03,8.749335980958787840e-01,0.000000000000000000e+00,8.268150106479227546e+00
4.199999999999999845e-01,0.000000000000000000e+00,-3.438568054087280581e-03,8.749035986303826951e-01,1.479291779480198209e-02,8.073034996437060684e+00
4.400000000000000022e-01,0.000000000000000000e+00,-4.095465066402258214e-03,8.770520763394029640e-01,3.947853819731594882e-02,8.298424231915817018e+00
4.600000000000000200e-01,0.000000000000000000e+00,-3.671879221401396637e-03,8.765302203330255226e-01,3.631347591681866743e-02,8.194211791391101229e+00
4.799999999999999822e-01,0.000000000000000000e+00,-3.755270542537036786e-03,8.773687442948915338e-01,1.063181213260227208e-02,8.094830071157103291e+00
5.000000000000000000e-01,0.000000000000000000e+00,-3.129758670138989285e-03,8.790916788558597039e-01,0.000000000000000000e+00,8.216998842398545833e+00
5.200000000000000178e-01,0.000000000000000000e+00,-3.735485692785139346e-03,8.799828746955226100e-01,0.000000000000000000e+00,8.367774529099905934e+00
5.400000000000000355e-01,0.000000000000000000e+00,-4.180475268175594047e-03,8.838975563901800836e-01,0.000000000000000000e+00,8.182189356466988528e+00
5.600000000000000533e-01,0.000000000000000000e+00,-2.715008310193723663e-03,8.843383799735641260e-01,0.000000000000000000e+00,8.085563332556603200e+00
5.799999999999999600e-01,0.000000000000000000e+00,-1.288621490858854642e-03,8.848199854164069400e-01,0.000000000000000000e+00,8.121759953169082280e+00
5.999999999999999778e-01,0.000000000000000000e+00,-1.335892228978212675e-03,8.873168329434863999e-01,0.000000000000000000e+00,8.059946841813115270e+00
6.199999999999999956e-01,0.000000000000000000e+00,-1.249785098763912632e-03,8.905556347801364403e-01,3.812321344278011941e-03,8.170774308377298567e+00
6.400000000000000133e-01,0.000000000000000000e+00,-1.180528033323246205e-03,8.903560517039560418e-01,1.197008840189643826e-02,8.124811249438911531e+00
6.600000000000000311e-01,0.000000000000000000e+00,-1.918801448645658311e-03,8.893287421547088067e-01,0.000000000000000000e+00,8.191008108927979592e+00
6.800000000000000488e-01,0.000000000000000000e+00,-9.820959910641017653e-04,8.911082003087046344e-01,0.000000000000000000e+00,8.236185966314424789e+00
7.000000000000000666e-01,0.000000000000000000e+00,-7.213584085530221025e-04,8.899298615364110709e-01,0.000000000000000000e+00,8.099709691051218741e+00
7.199999999999999734e-01,0.000000000000000000e+00,-1.735898377519254614e-03,8.891548120127301669e-01,0.000000000000000000e+00,8.264752595371803068e+00
7.399999999999999911e-01,0.000000000000000000e+00,-1.256935936367234007e-03,8.903642099562650847e-01,0.000000000000000000e+00,7.955468757342327280e+00
7.600000000000000089e-01,0.000000000000000000e+00,-1.528556926187359588e-03,8.922106138690787391e-01,0.000000000000000000e+00,8.167212778713615506e+00
7.800000000000000266e-01,0.000000000000000000e+00,-1.379180823737932065e-03,8.941255793125177931e-01,4.632949931418660870e-03,8.284522957458293035e+00
8.000000000000000444e-01,0.000000000000000000e+00,-1.967890360252973203e-03,8.952546213897817351e-01,7.133868045771027400e-03,8.309920180087871699e+00
8.200000000000000622e-01,0.000000000000000000e+00,-1.631532847310956415e-03,8.968595374209582527e-01,0.000000000000000000e+00,8.236469277968129887e+00
8.399999999999999689e-01,0.000000000000000000e+00,-2.644848418733069910e-03,8.980982944893722841e-01,0.000000000000000000e+00,8.268547419548564648e+00
8.599999999999999867e-01,0.000000000000000000e+00,-2.661074815999428002e-03,8.992771269641601783e-01,0.000000000000000000e+00,8.063134206681125349e+00
8.800000000000000044e-01,0.000000000000000000e+00,-1.813148809387374501e-03,9.016704983669640017e-01,0.000000000000000000e+00,8.213101281896488359e+00
9.000000000000000222e-01,0.000000000000000000e+00,-1.459375309386638222e-03,9.026848170302969043e-01,2.383336529559264977e-02,8.198585314724891049e+00
9.200000000000000400e-01,0.000000000000000000e+00,-1.930705114688358428e-03,9.072548212870676920e-01,4.133885302372467679e-02,8.259274651195317674e+00
9.400000000000000577e-01,0.000000000000000000e+00,-2.675376196284188265e-03,9.092330722109919217e-01,3.614964701937114361e-02,8.186338102405718686e+00
9.599999999999999645e-01,0.000000000000000000e+00,-1.848705937958659926e-03,9.102744830362593520e-01,2.763704126920851767e-02,8.098608080510340201e+00
9.799999999999999822e-01,0.000000000000000000e+00,-2.786875392216676094e-03,9.123999448215790453e-01,2.613826348903334693e-02,8.094065639887876529e+00
1.000000000000000000e+00,0.000000000000000000e+00,-2.330369290244404569e-03,9.121163096431204043e-01,2.898813183428607804e-02,8.211855722079231867e+00
1.020000000000000018e+00,0.000000000000000000e+00,-2.589184507231650362e-03,9.123468105227873215e-01,4.623217271385095251e-02,8.105320127365880367e+00
1.040000000000000036e+00,0.000000000000000000e+00,-3.156899697218641665e-03,9.127837569696221065e-01,4.203566216906044067e-02,8.137046859785039388e+00
1.060000000000000053e+00,0.000000000000000000e+00,-3.456469047388972728e-03,9.141126777637907930e-01,6.840256579110732746e-03,2.210436916352609138e-01
1.080000000000000071e+00,0.000000000000000000e+00,-3.350306142587469987e-03,9.154313070144304287e-01,0.000000000000000000e+00,2.291199951817465275e-01
1.100000000000000089e+00,0.000000000000000000e+00,-3.031905758648103209e-03,9.175727075945347977e-01,6.291338389336872255e-03,1.889781408445198596e-01
1.120000000000000107e+00,0.000000000000000000e+00,-2.764031014883010749e-03,9.192811249855651345e-01,1.237902480241509159e-02,9.982166584054235514e+00
1.140000000000000124e+00,0.000000000000000000e+00,-2.809173789156944098e-03,9.198129022839697244e-01,3.635041227876090186e-02,9.767397354437287404e+00
1.159999999999999920e+00,0.000000000000000000e+00,-3.019820409917100580e-03,9.215126900584823533e-01,5.677393240328343360e-02,9.874509666283293186e+00
1.179999999999999938e+00,0.000000000000000000e+00,-2.993371799438205617e-03,9.203533400624004379e-01,2.777882542302791136e-02,9.914271758075612340e+00
1.199999999999999956e+00,0.000000000000000000e+00,-2.214968088780853214e-03,9.242026735681861949e-01,2.293783550638908708e-02,1.008857398239649150e+01
1.219999999999999973e+00,0.000000000000000000e+00,-2.804877199743443465e-03,9.239579823394518110e-01,2.800839971609256004e-02,9.929120401294765585e+00
1.239999999999999991e+00,0.000000000000000000e+00,-1.991323279578475960e-03,9.247991742995030906e-01,6.799453664148565578e-03,9.814222245743266626e+00
