# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.982155535627175169e-01,2.394766467616680355e-02,7.151793900163261331e-01
5.000000000000000278e-02,0.000000000000000000e+00,8.901642715661781113e-04,9.991717377413060763e-01,6.892517670640194161e-02,7.277593266727721000e-01
1.000000000000000056e-01,0.000000000000000000e+00,3.908764056330329842e-04,9.952392622021064561e-01,9.706085872184491703e-02,6.818456801855494742e-01
1.500000000000000222e-01,0.000000000000000000e+00,-1.049109177210344164e-03,9.978742511334047771e-01,1.112277953320052193e-01,7.150607707929819146e-01
2.000000000000000111e-01,0.000000000000000000e+00,-3.098899489263268799e-04,9.971591159092715317e-01,1.088399356664786211e-01,5.183660241421651493e-01
2.500000000000000000e-01,0.000000000000000000e+00,-1.882222576050040586e-03,9.996809015332568382e-01,7.617792584280297374e-02,5.903297044575724906e-01
3.000000000000000444e-01,0.000000000000000000e+00,-3.828286291800711387e-03,9.998192806747305816e-01,4.123118740820341799e-02,7.894753212611347326e-01
3.500000000000000333e-01,0.000000000000000000e+00,-4.068750624112726227e-03,1.001014395984853200e+00,1.516801249922851771e-02,7.308148097598448079e-01
4.000000000000000222e-01,0.000000000000000000e+00,-2.516922830230138540e-03,1.001055551140078714e+00,0.000000000000000000e+00,8.617162868377898022e+00
4.500000000000000111e-01,0.000000000000000000e+00,-1.368763872484015862e-03,1.003506675221460753e+00,0.000000000000000000e+00,8.667776944230141112e+00
5.000000000000000000e-01,0.000000000000000000e+00,-1.328145821742880532e-03,1.006385631581946827e+00,0.000000000000000000e+00,8.703237768634991767e+00
5.500000000000000444e-01,0.000000000000000000e+00,2.662008832367062858e-05,1.006790272484643589e+00,0.000000000000000000e+00,8.606118740345374718e+00
6.000000000000000888e-01,0.000000000000000000e+00,6.273305259266524336e-04,1.004850313975485188e+00,0.000000000000000000e+00,8.484961740619219484e+00
6.500000000000000222e-01,0.000000000000000000e+00,2.238598944198676773e-05,1.007310730334448401e+00,0.000000000000000000e+00,8.529920711437181780e+00
7.000000000000000666e-01,0.000000000000000000e+00,1.425730481091627309e-03,1.007512704918032798e+00,0.000000000000000000e+00,8.686197470809332799e+00
7.500000000000000000e-01,0.000000000000000000e+00,2.597737012487693307e-03,1.008755376241098345e+00,2.688802223204328837e-03,8.701794674793788431e+00
8.000000000000000444e-01,0.000000000000000000e+00,3.731741727334795481e-03,1.005547551889265145e+00,6.740610443301584855e-03,8.461794427329778046e+00
8.500000000000000888e-01,0.000000000000000000e+00,4.267461088448041596e-03,1.006662785333132248e+00,1.092972403799450862e-02,8.601409813930450454e+00
9.000000000000000222e-01,0.000000000000000000e+00,4.594199192738764384e-03,1.006873646866344618e+00,0.000000000000000000e+00,8.425552467738896212e+00
9.500000000000000666e-01,0.000000000000000000e+00,6.367757675978980188e-03,1.008761260692456529e+00,7.974402211133902255e-03,8.646246892850621535e+00
1.000000000000000000e+00,0.000000000000000000e+00,7.767182898859021148e-03,1.008064560658834097e+00,8.143290045937877711e-03,8.720774359771926498e+00
1.050000000000000044e+00,0.000000000000000000e+00,7.934514545175993042e-03,1.009301881833541081e+00,0.000000000000000000e+00,8.548223032768307306e+00
1.100000000000000089e+00,0.000000000000000000e+00,8.258330161061335634e-03,1.008409060800013579e+00,0.000000000000000000e+00,8.563876104686107382e+00
1.150000000000000133e+00,0.000000000000000000e+00,7.866117069150515770e-03,1.006574602343675684e+00,0.000000000000000000e+00,8.675632527667026750e+00
1.200000000000000178e+00,0.000000000000000000e+00,7.129011237018815367e-03,9.993431362635996074e-01,0.000000000000000000e+00,8.464694147301559113e+00
1.250000000000000000e+00,0.000000000000000000e+00,6.330155122810138431e-03,9.983030610305384522e-01,0.000000000000000000e+00,8.809353384511346974e+00
1.300000000000000044e+00,0.000000000000000000e+00,6.259626372296051532e-03,9.979275779044054495e-01,0.000000000000000000e+00,1.937854917285945833e+00
1.350000000000000089e+00,0.000000000000000000e+00,5.721052362155317796e-03,9.938595931307210307e-01,0.000000000000000000e+00,2.023583862933317157e+00
1.400000000000000133e+00,0.000000000000000000e+00,7.974005937599035893e-03,9.938300743772918722e-01,0.000000000000000000e+00,2.027318711201817170e+00
1.450000000000000178e+00,0.000000000000000000e+00,7.696370766585430671e-03,9.883612949628175492e-01,0.000000000000000000e+00,2.100790844740032970e+00
1.500000000000000000e+00,0.000000000000000000e+00,7.715247077849064598e-03,9.862583687651594877e-01,0.000000000000000000e+00,1.970149204409416432e+00
1.550000000000000044e+00,0.000000000000000000e+00,8.837673354555136002e-03,9.834169201101290447e-01,0.000000000000000000e+00,1.794835910915687949e+00
1.600000000000000089e+00,0.000000000000000000e+00,7.163532349417986098e-03,9.789737343580058315e-01,0.000000000000000000e+00,2.167310127373634820e+00
1.650000000000000133e+00,0.000000000000000000e+00,7.030962895394645557e-03,9.720776268604758297e-01,0.000000000000000000e+00,1.051390797594806248e+00
1.700000000000000178e+00,0.000000000000000000e+00,7.556767594830634226e-03,9.702869996474459136e-01,1.992457097519574442e-03,1.201022423193102151e+00
1.750000000000000000e+00,0.000000000000000000e+00,5.839556448722643331e-03,9.641557082618940067e-01,1.956521861551298314e-02,1.236322897290419665e+00
1.800000000000000044e+00,0.000000000000000000e+00,4.295811894721546925e-03,9.617137182470851808e-01,4.624309480609815198e-02,1.422411224175376576e+00
