# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.049532863260382420e-01,0.000000000000000000e+00,7.779720833639681921e+00
1.000000000000000021e-02,0.000000000000000000e+00,-6.684362876332877474e-04,8.050893818109730038e-01,0.000000000000000000e+00,7.870600010653353351e+00
2.000000000000000042e-02,0.000000000000000000e+00,-9.092651116739559197e-04,8.046737784203156219e-01,0.000000000000000000e+00,7.995483615246421927e+00
2.999999999999999889e-02,0.000000000000000000e+00,-5.422853154384977940e-04,8.066040956329528777e-01,0.000000000000000000e+00,7.939453405669343766e+00
4.000000000000000083e-02,0.000000000000000000e+00,-5.524057451365316403e-04,8.074674583153524932e-01,0.000000000000000000e+00,7.884006401156616661e+00
5.000000000000000278e-02,0.000000000000000000e+00,6.125178087277511393e-04,8.065116615110138332e-01,0.000000000000000000e+00,8.019583891445805079e+00
5.999999999999999778e-02,0.000000000000000000e+00,-2.506945692243998025e-04,8.100104334814444140e-01,1.048462521433634990e-03,7.782057476984032718e+00
7.000000000000000666e-02,0.000000000000000000e+00,4.902721387745451707e-04,8.121363353644779348e-01,0.000000000000000000e+00,7.833310678223684320e+00
8.000000000000000167e-02,0.000000000000000000e+00,4.946982793710534305e-04,8.124583249729500078e-01,0.000000000000000000e+00,8.153569571556328555e+00
8.999999999999999667e-02,0.000000000000000000e+00,4.866742604809643088e-04,8.109384085875844805e-01,0.000000000000000000e+00,7.972162510694411175e+00
1.000000000000000056e-01,0.000000000000000000e+00,3.166466280507550289e-04,8.114573682436362345e-01,8.950261500067533543e-03,7.781258232078813286e+00
1.100000000000000006e-01,0.000000000000000000e+00,-3.652251014808912365e-05,8.113390353126574972e-01,4.510141533316924800e-02,7.831572561216915140e+00
1.199999999999999956e-01,0.000000000000000000e+00,-4.333882873840782233e-04,8.095305225554008111e-01,4.897044107031929550e-02,7.778945251849071596e+00
1.300000000000000044e-01,0.000000000000000000e+00,-1.400310522444727116e-03,8.088580700233355403e-01,5.142098660315908704e-02,7.758991387906452708e+00
1.400000000000000133e-01,0.000000000000000000e+00,-1.330963023678153299e-03,8.086497956075391347e-01,5.889516097061660294e-02,7.922759044681908058e+00
1.499999999999999944e-01,0.000000000000000000e+00,-1.252588026602410171e-03,8.073972148614245725e-01,2.499034934354085399e-02,7.708039301714694425e+00
1.600000000000000033e-01,0.000000000000000000e+00,-1.402360503854396638e-03,8.075682986850355460e-01,1.071375143811565886e-02,7.660043798960622929e+00
1.700000000000000122e-01,0.000000000000000000e+00,-1.090710494642746194e-03,8.078148489196531612e-01,0.000000000000000000e+00,7.986391597112963758e+00
1.799999999999999933e-01,0.000000000000000000e+00,-1.078441256988751972e-03,8.091942498930383421e-01,0.000000000000000000e+00,8.054879061444978561e+00
1.900000000000000022e-01,0.000000000000000000e+00,-1.293132630138910024e-03,8.086096856072058081e-01,0.000000000000000000e+00,7.775128352395149101e+00
2.000000000000000111e-01,0.000000000000000000e+00,-1.716968686462192568e-03,8.075890037698797430e-01,0.000000000000000000e+00,7.983006209785489915e+00
2.099999999999999922e-01,0.000000000000000000e+00,-1.696022337784345788e-03,8.085334651857144506e-01,2.261239537338058381e-02,8.014589608055304737e+00
2.200000000000000011e-01,0.000000000000000000e+00,-2.035106200675010964e-03,8.083141122922040678e-01,6.772917503333472644e-02,7.782362874195488445e+00
2.300000000000000100e-01,0.000000000000000000e+00,-1.396432213340457248e-03,8.093092993247498201e-01,8.465003340148166688e-02,7.997815799251951852e+00
2.399999999999999911e-01,0.000000000000000000e+00,-9.779443718432728749e-04,8.105571491251450933e-01,5.054444084838845275e-02,7.688530592280706344e+00
2.500000000000000000e-01,0.000000000000000000e+00,-1.970325740878052685e-04,8.089090652023852579e-01,2.815998721710576830e-02,7.767763141008920513e+00
2.600000000000000089e-01,0.000000000000000000e+00,-2.444732497516979896e-04,8.087910321157681937e-01,2.060837627990734500e-02,8.067990541019437245e+00
2.700000000000000178e-01,0.000000000000000000e+00,6.420486507735428451e-05,8.063083197910181354e-01,1.254916149855428431e-02,7.772803615390696308e+00
2.800000000000000266e-01,0.000000000000000000e+00,-8.948841812568457746e-04,8.083010738539153639e-01,0.000000000000000000e+00,7.984034381145930226e+00
2.899999999999999800e-01,0.000000000000000000e+00,-4.747557716092472443e-04,8.078545484091465001e-01,0.000000000000000000e+00,7.983490194935209061e+00
2.999999999999999889e-01,0.000000000000000000e+00,1.882403372940351502e-04,8.089086564892327136e-01,0.000000000000000000e+00,7.936677530844074901e+00
3.099999999999999978e-01,0.000000000000000000e+00,5.544235325336587319e-04,8.085592770074482294e-01,0.000000000000000000e+00,7.989110070881769055e+00
3.200000000000000067e-01,0.000000000000000000e+00,5.231239732428287883e-04,8.086649496177437113e-01,2.244143642361817736e-02,7.930814751333932655e+00
3.300000000000000155e-01,0.000000000000000000e+00,1.786102645575883899e-03,8.075592891428113873e-01,7.283069697612076787e-02,7.852177398160802291e+00
3.400000000000000244e-01,0.000000000000000000e+00,1.698376387228823364e-03,8.081094545843515720e-01,9.421205543993042830e-02,7.782198281495182002e+00
3.500000000000000333e-01,0.000000000000000000e+00,2.288339682474290100e-03,8.085599924434074826e-01,8.851140394600422179e-02,7.930852580218402004e+00
3.599999999999999867e-01,0.000000000000000000e+00,3.022935693008503913e-03,8.099080975800667659e-01,4.572428816990665307e-02,7.836189348990079573e+00
3.699999999999999956e-01,0.000000000000000000e+00,3.431449676681732827e-03,8.088189646358844298e-01,0.000000000000000000e+00,7.955295253548229084e+00
3.800000000000000044e-01,0.000000000000000000e+00,2.702510573958530858e-03,8.084176643902735160e-01,0.000000000000000000e+00,8.016807420425831054e+00
3.900000000000000133e-01,0.000000000000000000e+00,2.340572930778816833e-03,8.082979244079994130e-01,0.000000000000000000e+00,7.908842588634424686e+00
4.000000000000000222e-01,0.000000000000000000e+00,2.074815962487418577e-03,8.076033978874951336e-01,0.000000000000000000e+00,7.976040292601438431e+00
4.100000000000000311e-01,0.000000000000000000e+00,1.961309438656693490e-03,8.071108370840529567e-01,0.000000000000000000e+00,7.942066428719194882e+00
4.199999999999999845e-01,0.000000000000000000e+00,2.256210796312590767e-03,8.099526638935879985e-01,0.000000000000000000e+00,7.886237200537655312e+00
4.299999999999999933e-01,0.000000000000000000e+00,1.503730832981365305e-03,8.105830221534080504e-01,0.000000000000000000e+00,7.825307817835430058e+00
4.400000000000000022e-01,0.000000000000000000e+00,1.782463791767933958e-03,8.103924489714057211e-01,0.000000000000000000e+00,7.753444321816040485e+00
4.500000000000000111e-01,0.000000000000000000e+00,1.880025294302148636e-03,8.092088114418174438e-01,0.000000000000000000e+00,7.823452102708873923e+00
4.600000000000000200e-01,0.000000000000000000e+00,1.551455130090885308e-03,8.103128910749228808e-01,0.000000000000000000e+00,7.754437213652241034e+00
4.700000000000000289e-01,0.000000000000000000e+00,1.153097486317330653e-03,8.104043589298896011e-01,1.610499742826811131e-02,7.911809216480652829e+00
4.799999999999999822e-01,0.000000000000000000e+00,9.412475560389494582e-04,8.099630311701213614e-01,4.138451896196194274e-02,7.832339314755048854e+00
4.899999999999999911e-01,0.000000000000000000e+00,1.269376361595598961e-03,8.106645715291436183e-01,6.331402804139876772e-02,7.719565926707664616e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.532846630649734726e-03,8.114103071524747524e-01,6.891150956519155601e-02,8.129071837390583255e+00
5.100000000000000089e-01,0.000000000000000000e+00,2.258646246305034098e-03,8.106747267398424217e-01,5.188612468391402832e-02,7.644950914414368803e+00
5.200000000000000178e-01,0.000000000000000000e+00,1.834846130925641642e-03,8.116989954771037796e-01,2.332479664092981103e-02,7.871259351613154820e+00
5.300000000000000266e-01,0.000000000000000000e+00,1.174919937570949010e-03,8.143001974583758962e-01,8.493369863646703377e-03,7.827885901104137290e+00
5.400000000000000355e-01,0.000000000000000000e+00,1.021463456501320050e-03,8.134704974296406155e-01,0.000000000000000000e+00,7.897613152726442820e+00
5.500000000000000444e-01,0.000000000000000000e+00,1.283118365130525834e-03,8.145081510932630220e-01,0.000000000000000000e+00,7.997657449241306615e+00
5.600000000000000533e-01,0.000000000000000000e+00,1.866183247880836941e-03,8.149691587545510041e-01,0.000000000000000000e+00,7.806096947839757938e+00
5.700000000000000622e-01,0.000000000000000000e+00,1.559190050311915453e-03,8.139284262893470290e-01,0.000000000000000000e+00,8.008850048385925291e+00
5.799999999999999600e-01,0.000000000000000000e+00,2.245472057732047100e-03,8.144614270694315872e-01,0.000000000000000000e+00,8.002847176807348362e+00
5.899999999999999689e-01,0.000000000000000000e+00,2.904609372925051787e-03,8.148140745261622797e-01,0.000000000000000000e+00,7.990446564492342141e+00
5.999999999999999778e-01,0.000000000000000000e+00,3.419485606515520852e-03,8.122477432222384719e-01,0.000000000000000000e+00,7.905357795681320354e+00
6.099999999999999867e-01,0.000000000000000000e+00,3.148657822221507044e-03,8.115611826669772988e-01,0.000000000000000000e+00,7.993269941600782857e+00
6.199999999999999956e-01,0.000000000000000000e+00,3.565202984715520450e-03,8.137477684405064471e-01,0.000000000000000000e+00,7.702788353101021279e+00
6.300000000000000044e-01,0.000000000000000000e+00,3.464571167611730108e-03,8.129358903080504684e-01,0.000000000000000000e+00,7.840211163356291202e+00
6.400000000000000133e-01,0.000000000000000000e+00,4.114963090764409137e-03,8.097308411013453000e-01,0.000000000000000000e+00,7.807694705906574661e+00
6.500000000000000222e-01,0.000000000000000000e+00,3.731187550031889351e-03,8.093835667401432232e-01,0.000000000000000000e+00,7.911113011911236725e+00
6.600000000000000311e-01,0.000000000000000000e+00,3.552409216358258428e-03,8.082037934779499055e-01,3.925769739014571547e-02,8.024361628004317737e+00
6.700000000000000400e-01,0.000000000000000000e+00,3.935862356987197656e-03,8.077556763003912454e-01,6.056697031955484561e-02,7.903102616656353163e+00
6.800000000000000488e-01,0.000000000000000000e+00,3.512467261685249011e-03,8.055061626038606537e-01,7.167461382681211690e-02,7.692144300115969280e+00
6.900000000000000577e-01,0.000000000000000000e+00,1.984414207703339220e-03,8.060769330054445847e-01,6.813565525250184218e-02,8.025222876115289949e+00
7.000000000000000666e-01,0.000000000000000000e+00,1.930352360424383460e-03,8.063365995450461066e-01,3.277713045747161769e-02,7.949810986476103736e+00
7.099999999999999645e-01,0.000000000000000000e+00,1.585501514150856016e-03,8.045767830280402544e-01,1.253628677705618394e-02,7.984249988139849208e+00
7.199999999999999734e-01,0.000000000000000000e+00,9.051893695205725978e-04,8.037239693620700232e-01,2.012782449148249261e-02,7.878299825759714992e+00
7.299999999999999822e-01,0.000000000000000000e+00,1.062083057790039371e-03,8.028486465101745129e-01,3.815918086614799448e-02,7.949586443623911869e+00
7.399999999999999911e-01,0.000000000000000000e+00,8.459772949940341184e-04,8.029026468766273794e-01,4.603111069950004131e-02,8.053792300979992547e+00
7.500000000000000000e-01,0.000000000000000000e+00,7.842614199616749918e-04,8.032665049698909376e-01,3.620149340200184279e-02,7.916517014467137514e+00
7.600000000000000089e-01,0.000000000000000000e+00,7.303849731067560283e-04,8.037862574786774905e-01,2.757062599675414935e-02,7.884438095756947540e+00
7.700000000000000178e-01,0.000000000000000000e+00,2.913751443976313519e-04,8.033498291797747104e-01,2.303114710001601464e-02,7.801233538637447396e+00
7.800000000000000266e-01,0.000000000000000000e+00,2.572915661944787666e-04,8.032729669493982039e-01,3.029121183805293452e-02,7.927109413440889263e+00
7.900000000000000355e-01,0.000000000000000000e+00,7.795373649258323509e-04,8.021113546459124333e-01,3.531627848398185415e-02,8.026664975717256567e+00
8.000000000000000444e-01,0.000000000000000000e+00,8.585269923827605750e-04,8.020921093454523865e-01,1.880988769454931125e-02,7.930104805858412043e+00
8.100000000000000533e-01,0.000000000000000000e+00,1.007206576288064434e-03,8.028627718573047023e-01,1.735892049690440945e-03,7.897467850646288312e+00
8.200000000000000622e-01,0.000000000000000000e+00,9.917572390599949019e-04,8.023272060694489616e-01,1.261437686071147611e-02,7.977406286657125811e+00
8.300000000000000711e-01,0.000000000000000000e+00,7.907277020346031599e-04,8.004651612621538348e-01,4.043655145447123955e-02,7.667394568032561253e+00
8.399999999999999689e-01,0.000000000000000000e+00,1.912215999282429468e-03,7.988028390924620803e-01,4.991706715920687237e-02,7.881128604583429897e+00
8.499999999999999778e-01,0.000000000000000000e+00,1.413033550176512158e-03,7.961934504810485036e-01,4.722939895076144756e-02,7.801487258509547829e+00
8.599999999999999867e-01,0.000000000000000000e+00,1.396567530102309955e-03,7.965327261860531971e-01,1.556002441826407831e-02,7.810865780308320794e+00
8.699999999999999956e-01,0.000000000000000000e+00,8.417455238406909568e-04,7.958766892232972401e-01,0.000000000000000000e+00,7.886158752480396217e+00
8.800000000000000044e-01,0.000000000000000000e+00,5.593062517601119724e-04,7.963782085980433134e-01,0.000000000000000000e+00,7.976361871631006295e+00
8.900000000000000133e-01,0.000000000000000000e+00,7.493223405427534671e-04,7.958996167359914109e-01,0.000000000000000000e+00,7.838001286741633322e+00
9.000000000000000222e-01,0.000000000000000000e+00,2.811720968030461537e-04,7.950978255746510293e-01,0.000000000000000000e+00,8.010270218650410001e+00
9.100000000000000311e-01,0.000000000000000000e+00,3.851508738600860284e-04,7.959111604055737477e-01,0.000000000000000000e+00,7.933838319378135218e+00
9.200000000000000400e-01,0.000000000000000000e+00,3.977588426615157155e-04,7.942123290345018960e-01,0.000000000000000000e+00,8.194987422486152084e+00
9.300000000000000488e-01,0.000000000000000000e+00,-1.602367313991032442e-04,7.916039691596248318e-01,0.000000000000000000e+00,7.910210575835876945e+00
9.400000000000000577e-01,0.000000000000000000e+00,3.763147730824188708e-04,7.920506281647857749e-01,1.845743849226825703e-02,7.813622869573471519e+00
9.500000000000000666e-01,0.000000000000000000e+00,1.318702480495992759e-04,7.920837955360037208e-01,2.842406188314837434e-02,7.856175882881130335e+00
9.599999999999999645e-01,0.000000000000000000e+00,5.137150411547719564e-04,7.904904933726049077e-01,9.583103268075710002e-03,7.832843117987309256e+00
9.699999999999999734e-01,0.000000000000000000e+00,-6.901719169196687213e-05,7.898545975895305826e-01,0.000000000000000000e+00,8.010723354756448700e+00
9.799999999999999822e-01,0.000000000000000000e+00,-3.738982577802414924e-04,7.897742012594548555e-01,0.000000000000000000e+00,7.790282813040596110e+00
9.899999999999999911e-01,0.000000000000000000e+00,-6.033232063692023361e-04,7.892813437365103768e-01,1.442806261787622606e-02,7.706038173546545522e+00
1.000000000000000000e+00,8.000000000000000444e-01,-1.115106908060069669e-03,7.873601621978503218e-01,5.446698134974083810e-02,7.838839678857417503e+00
1.010000000000000009e+00,0.000000000000000000e+00,9.621922492484997211e-04,7.855964359603910818e-01,6.030314271406080062e-02,8.065650411610940651e+00
1.020000000000000018e+00,0.000000000000000000e+00,3.958626941898012522e-03,7.866130388000739382e-01,4.922394330070626461e-02,7.879449721919010940e+00
1.030000000000000027e+00,0.000000000000000000e+00,7.321207350462231866e-03,7.861162858860407665e-01,2.839825113103845722e-02,7.946876925886985354e+00
1.040000000000000036e+00,0.000000000000000000e+00,1.018673249252399077e-02,7.852735722762411719e-01,0.000000000000000000e+00,7.853960126251297247e+00
1.050000000000000044e+00,0.000000000000000000e+00,1.267203023838865683e-02,7.834936426186699387e-01,0.000000000000000000e+00,7.814880785511065575e+00
1.060000000000000053e+00,0.000000000000000000e+00,1.521658598367568553e-02,7.838795510267224653e-01,1.468750554484900273e-02,7.871778988148563805e+00
1.070000000000000062e+00,0.000000000000000000e+00,1.816908955390861280e-02,7.845002700636097837e-01,2.006847134737084482e-02,7.928832696750827580e+00
1.080000000000000071e+00,0.000000000000000000e+00,2.085046916626998731e-02,7.819819149782407663e-01,2.728457411423364232e-03,7.690056231558752842e+00
1.090000000000000080e+00,0.000000000000000000e+00,2.332478716001676333e-02,7.799524774215489398e-01,0.000000000000000000e+00,8.031085131187335691e+00
1.100000000000000089e+00,0.000000000000000000e+00,2.547760622704446642e-02,7.797008209973292914e-01,0.000000000000000000e+00,7.928539888589376972e+00
1.110000000000000098e+00,0.000000000000000000e+00,2.737597072813743523e-02,7.796872801747212200e-01,0.000000000000000000e+00,7.888357540051611494e+00
1.120000000000000107e+00,0.000000000000000000e+00,3.064732134163125274e-02,7.771050188335122400e-01,1.981188306940061261e-02,7.809539436564744364e+00
1.130000000000000115e+00,0.000000000000000000e+00,3.309666085078456776e-02,7.765860406555344930e-01,3.216788313680165462e-02,7.830550450136645857e+00
1.140000000000000124e+00,0.000000000000000000e+00,3.505409223208977992e-02,7.730978733042562778e-01,4.911076096309570371e-02,7.840643807699584578e+00
1.150000000000000133e+00,0.000000000000000000e+00,3.775178305618534513e-02,7.725101460687467947e-01,6.475178593189048759e-02,7.833755576698076872e+00
1.159999999999999920e+00,0.000000000000000000e+00,3.979856515094567365e-02,7.686509822183971163e-01,7.398599872524408427e-02,7.914427601162270065e+00
1.169999999999999929e+00,0.000000000000000000e+00,4.140807776815941255e-02,7.654670521997118948e-01,1.182073836342440315e-01,7.897145175238384773e+00
1.179999999999999938e+00,0.000000000000000000e+00,4.336300364102090715e-02,7.620712440957904121e-01,1.485097394750994615e-01,7.854922176314531157e+00
1.189999999999999947e+00,0.000000000000000000e+00,4.525556430067784186e-02,7.580652208400324721e-01,1.674509772198746749e-01,7.853556133214088852e+00
1.199999999999999956e+00,0.000000000000000000e+00,4.715978885440028079e-02,7.547025581083184331e-01,2.062777330023653211e-01,7.801443710872323578e+00
1.209999999999999964e+00,0.000000000000000000e+00,4.929839689513838830e-02,7.517306808308491517e-01,2.279383850132786771e-01,7.950609992165666995e+00
1.219999999999999973e+00,0.000000000000000000e+00,5.146462268469088885e-02,7.467894945104294191e-01,2.307801253017127407e-01,8.096847652071701873e+00
1.229999999999999982e+00,0.000000000000000000e+00,5.361018835677743705e-02,7.435181416825531464e-01,2.504855852244308734e-01,7.760151950832997692e+00
1.239999999999999991e+00,0.000000000000000000e+00,5.505398431998641262e-02,7.372491285757731827e-01,2.498025729305461407e-01,7.960887817799190636e+00
1.250000000000000000e+00,0.000000000000000000e+00,5.696298939436372083e-02,7.320806229443490576e-01,2.546986783856313163e-01,7.722819904804627988e+00
1.260000000000000009e+00,0.000000000000000000e+00,5.922336881399384301e-02,7.264689058132606236e-01,2.844617453373849969e-01,7.783232007005161712e+00
1.270000000000000018e+00,0.000000000000000000e+00,6.208096164316508070e-02,7.225595570123660716e-01,3.031417465774251530e-01,7.946176342719994068e+00
1.280000000000000027e+00,0.000000000000000000e+00,6.421445001981108958e-02,7.179658987588178887e-01,3.477883722873730266e-01,7.919751522898216045e+00
1.290000000000000036e+00,0.000000000000000000e+00,6.622314734824062687e-02,7.132286287990046159e-01,3.867457642670660833e-01,7.994557351730557926e+00
1.300000000000000044e+00,0.000000000000000000e+00,6.746860289049320947e-02,7.092004683531453191e-01,4.212817080759543864e-01,8.014009013430589690e+00
1.310000000000000053e+00,0.000000000000000000e+00,6.974924890747317974e-02,7.037324806043403491e-01,4.552957787600613315e-01,7.985517787489535557e+00
1.320000000000000062e+00,0.000000000000000000e+00,7.045951228498585628e-02,6.987245588612085445e-01,4.632863814570005734e-01,7.831261965284707749e+00
1.330000000000000071e+00,0.000000000000000000e+00,7.205222946548327234e-02,6.932726932978863221e-01,4.668675832372526369e-01,7.833721532073917970e+00
1.340000000000000080e+00,0.000000000000000000e+00,7.419544472631546539e-02,6.901836418063064249e-01,4.729301423282015193e-01,8.149372597528788731e+00
1.350000000000000089e+00,0.000000000000000000e+00,7.584192719956074635e-02,6.852799330080868723e-01,4.891198961730087169e-01,7.947162653292839885e+00
1.360000000000000098e+00,0.000000000000000000e+00,7.729723370845160979e-02,6.808889467919271299e-01,5.103064298104089680e-01,7.847058616590750546e+00
1.370000000000000107e+00,0.000000000000000000e+00,7.975026163712833904e-02,6.777569438852881767e-01,5.362448670018854502e-01,7.613460097973271168e+00
1.380000000000000115e+00,0.000000000000000000e+00,8.197244462590866365e-02,6.715139237720676446e-01,5.656407626089338114e-01,7.900131515057414511e+00
