# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050397176036692581e+00,0.000000000000000000e+00,6.911108236896943424e+00
5.000000000000000278e-02,0.000000000000000000e+00,1.114398631825988181e-03,1.051742132584351230e+00,0.000000000000000000e+00,6.724973008944346908e+00
1.000000000000000056e-01,0.000000000000000000e+00,1.557204186867445746e-03,1.053652246817837757e+00,0.000000000000000000e+00,5.043787871924189758e+00
1.500000000000000222e-01,0.000000000000000000e+00,6.366991669479027784e-04,1.051586984592839169e+00,0.000000000000000000e+00,4.986066532611310720e+00
2.000000000000000111e-01,0.000000000000000000e+00,6.022405745901184123e-04,1.049400105403818007e+00,0.000000000000000000e+00,5.031382675440865704e+00
2.500000000000000000e-01,0.000000000000000000e+00,2.852018093666706445e-04,1.050733614191885490e+00,8.193675522075744705e-03,5.054877427072099749e+00
3.000000000000000444e-01,0.000000000000000000e+00,9.068462872584304732e-04,1.049727866434327916e+00,4.099243782052568175e-02,5.094920296408147919e+00
3.500000000000000333e-01,0.000000000000000000e+00,1.230218530128879750e-03,1.052622888936160406e+00,5.725604396937832019e-02,4.977725144472673335e+00
4.000000000000000222e-01,0.000000000000000000e+00,2.135623934803597499e-03,1.050605317053832533e+00,5.087661782662919463e-02,5.070734933598656013e+00
4.500000000000000111e-01,0.000000000000000000e+00,3.662995713664527267e-03,1.048000483420608697e+00,1.956685350322577566e-02,6.340370303109223116e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.937520486512861765e-03,1.049453286603944546e+00,0.000000000000000000e+00,6.428646092900097031e+00
5.500000000000000444e-01,0.000000000000000000e+00,2.156345874895236169e-03,1.052625985020945176e+00,0.000000000000000000e+00,6.266115660957722433e+00
6.000000000000000888e-01,0.000000000000000000e+00,2.418645395849328226e-03,1.051679386368767899e+00,0.000000000000000000e+00,6.420860025824486783e+00
6.500000000000000222e-01,0.000000000000000000e+00,-2.320991693426708961e-04,1.052714780783655657e+00,0.000000000000000000e+00,6.375847086546716724e+00
7.000000000000000666e-01,0.000000000000000000e+00,-3.841120535040118064e-04,1.049153047254639759e+00,0.000000000000000000e+00,6.283804537928270761e+00
7.500000000000000000e-01,0.000000000000000000e+00,7.624425580770506118e-04,1.045335957645369573e+00,0.000000000000000000e+00,6.501440299414626089e+00
8.000000000000000444e-01,0.000000000000000000e+00,7.601888357779933289e-04,1.041828960259733261e+00,0.000000000000000000e+00,6.321101024227893106e+00
8.500000000000000888e-01,0.000000000000000000e+00,3.657286247149165218e-04,1.045109171784571966e+00,0.000000000000000000e+00,6.178308692373338573e+00
9.000000000000000222e-01,0.000000000000000000e+00,-8.709846965880835420e-04,1.048009908827104653e+00,2.427147663863915561e-02,6.627733513633089935e+00
9.500000000000000666e-01,0.000000000000000000e+00,-5.618818915454496313e-04,1.046856604490841391e+00,3.020290423336770280e-02,6.130850040917356303e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.683008925183728400e-03,1.048472044974710693e+00,3.244111839117150980e-02,6.435076371496524672e+00
1.050000000000000044e+00,0.000000000000000000e+00,-5.435286312510756532e-04,1.052044331470072924e+00,2.669101698427937819e-02,6.366831933379355490e+00
1.100000000000000089e+00,0.000000000000000000e+00,-5.082063709040245949e-04,1.054064614300088687e+00,1.028562262742906304e-02,6.268198610776991586e+00
1.150000000000000133e+00,0.000000000000000000e+00,-2.864638832213135073e-05,1.051620572726617020e+00,6.517241505716993462e-03,6.372200702505313785e+00
1.200000000000000178e+00,0.000000000000000000e+00,5.948646870113314658e-04,1.050691300276063389e+00,1.381844400728450550e-03,6.302811097781508387e+00
1.250000000000000000e+00,0.000000000000000000e+00,1.460987479017437874e-03,1.050169485883928111e+00,0.000000000000000000e+00,6.287453166097118462e+00
1.300000000000000044e+00,0.000000000000000000e+00,8.383687977974335105e-04,1.045510023679239398e+00,0.000000000000000000e+00,6.411094392196210912e+00
1.350000000000000089e+00,0.000000000000000000e+00,2.663363447867265598e-04,1.046598965671905246e+00,0.000000000000000000e+00,6.211335513972366051e+00
1.400000000000000133e+00,0.000000000000000000e+00,5.632325051448301440e-04,1.044965429980343696e+00,0.000000000000000000e+00,6.420879949689080490e+00
1.450000000000000178e+00,0.000000000000000000e+00,1.385209691029730059e-03,1.047503313738395780e+00,0.000000000000000000e+00,6.239046415637437448e+00
1.500000000000000000e+00,0.000000000000000000e+00,-1.457180967414836367e-03,1.045253611740612376e+00,0.000000000000000000e+00,6.226680601042875018e+00
