# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.874892996006703338e-01,4.434404069937065984e-03,7.924928656505145774e+00
1.000000000000000021e-02,0.000000000000000000e+00,-3.482667067575197662e-04,9.895647369776938707e-01,1.065893081000474432e-02,8.186339023925160774e+00
2.000000000000000042e-02,0.000000000000000000e+00,1.886660791128807286e-05,9.907439289885144884e-01,3.902259684235402648e-04,8.013729358054700214e+00
2.999999999999999889e-02,0.000000000000000000e+00,-8.123412232102962278e-04,9.890371191385157745e-01,0.000000000000000000e+00,8.087207514413920606e+00
4.000000000000000083e-02,0.000000000000000000e+00,-1.238418000274963023e-03,9.875140722770947566e-01,0.000000000000000000e+00,8.053934307503483936e+00
5.000000000000000278e-02,0.000000000000000000e+00,-1.421314966042441915e-03,9.889430657324446150e-01,0.000000000000000000e+00,8.274885528698650461e+00
5.999999999999999778e-02,0.000000000000000000e+00,-1.057298231265699218e-03,9.895948420208847685e-01,0.000000000000000000e+00,8.115073409044880393e+00
7.000000000000000666e-02,0.000000000000000000e+00,-1.721523295171377768e-03,9.893432445401316722e-01,0.000000000000000000e+00,8.159239781209700837e+00
8.000000000000000167e-02,0.000000000000000000e+00,-2.237620630054512963e-03,9.884693683115466367e-01,0.000000000000000000e+00,8.145059262607443173e+00
8.999999999999999667e-02,0.000000000000000000e+00,-1.612309329761847741e-03,9.869307883143001447e-01,0.000000000000000000e+00,7.928360205497065216e+00
1.000000000000000056e-01,0.000000000000000000e+00,-9.674495993780775523e-04,9.871093477882109113e-01,0.000000000000000000e+00,8.017391907972717391e+00
1.100000000000000006e-01,0.000000000000000000e+00,-1.048545879932654204e-03,9.881879191139965046e-01,0.000000000000000000e+00,8.212248883382022413e+00
1.199999999999999956e-01,0.000000000000000000e+00,-2.287934699629924455e-03,9.877715591876232715e-01,1.399367712079982798e-02,8.021722588397008025e+00
1.300000000000000044e-01,0.000000000000000000e+00,-3.050990334285072665e-03,9.877891426659310969e-01,1.414256434057496042e-02,8.139695492335846438e+00
1.400000000000000133e-01,0.000000000000000000e+00,-3.933480382908558642e-03,9.887473236232338092e-01,0.000000000000000000e+00,7.917263284936844947e+00
1.499999999999999944e-01,0.000000000000000000e+00,-3.339681186015139649e-03,9.892556103121774580e-01,0.000000000000000000e+00,8.123200047961486092e+00
1.600000000000000033e-01,0.000000000000000000e+00,-4.079439014620843407e-03,9.898618063525098654e-01,0.000000000000000000e+00,7.988557994504770221e+00
