# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.384857561291017003e-01,0.000000000000000000e+00,7.822032321282952338e-01
1.000000000000000021e-02,0.000000000000000000e+00,9.420735279760737539e-04,8.391831984208356632e-01,0.000000000000000000e+00,8.390029626335132606e-01
2.000000000000000042e-02,0.000000000000000000e+00,6.523260857755874267e-04,8.389434895537007941e-01,0.000000000000000000e+00,5.145558020119552767e-01
2.999999999999999889e-02,0.000000000000000000e+00,1.193241999692690441e-03,8.416548280330958809e-01,0.000000000000000000e+00,7.513021891580501377e-01
4.000000000000000083e-02,0.000000000000000000e+00,1.299752114705408522e-03,8.404708498428009600e-01,1.502588734466226740e-02,8.395834885509054768e-01
5.000000000000000278e-02,0.000000000000000000e+00,1.284448603583206085e-03,8.400129045988576904e-01,3.423587260574016689e-02,7.323632596177734877e-01
5.999999999999999778e-02,0.000000000000000000e+00,1.435480889500174084e-03,8.400273034638097158e-01,4.892161056556799947e-02,7.726142904247965681e-01
7.000000000000000666e-02,0.000000000000000000e+00,2.556482460852305648e-03,8.399402642292247423e-01,3.626298277984854601e-02,5.244392664503565449e-01
8.000000000000000167e-02,0.000000000000000000e+00,2.267956342070674095e-03,8.400253903998176064e-01,1.864180501810437651e-02,7.611066634758207883e-01
8.999999999999999667e-02,0.000000000000000000e+00,2.585604056533928607e-03,8.396371609977357764e-01,0.000000000000000000e+00,6.336540476466961946e-01
1.000000000000000056e-01,0.000000000000000000e+00,2.215842259663852037e-03,8.389942816111171098e-01,0.000000000000000000e+00,7.812440747427937815e-01
1.100000000000000006e-01,0.000000000000000000e+00,1.560905271385471839e-03,8.392226825123327849e-01,1.504020909039653284e-02,6.432245824740282503e-01
1.199999999999999956e-01,0.000000000000000000e+00,1.269247523369404929e-03,8.394072010376197879e-01,2.141762347855266299e-02,8.126872657406655209e-01
1.300000000000000044e-01,0.000000000000000000e+00,1.549183264751024256e-03,8.397617690847497540e-01,4.414296501667383521e-02,6.219352739809389519e-01
1.400000000000000133e-01,0.000000000000000000e+00,1.504311403803316669e-03,8.381397044280419761e-01,4.540671642457815016e-02,7.340047773657226715e-01
1.499999999999999944e-01,0.000000000000000000e+00,2.359396762147586944e-03,8.380810670932234974e-01,3.444568838774195868e-02,5.714607434775534900e-01
1.600000000000000033e-01,0.000000000000000000e+00,2.269719307811928193e-03,8.376509191965436640e-01,1.211449678955899001e-02,8.290665525348940301e-01
1.700000000000000122e-01,0.000000000000000000e+00,2.511397636186613654e-03,8.377088499782657793e-01,0.000000000000000000e+00,7.077799575531509291e-01
1.799999999999999933e-01,0.000000000000000000e+00,2.045571197893429876e-03,8.378789743811800861e-01,0.000000000000000000e+00,7.507905852490910359e-01
1.900000000000000022e-01,0.000000000000000000e+00,1.799415440731644061e-03,8.380387507846071005e-01,0.000000000000000000e+00,6.609957698419348660e-01
2.000000000000000111e-01,0.000000000000000000e+00,1.929968484952256091e-03,8.380122259973171728e-01,0.000000000000000000e+00,6.745155173930766912e-01
2.099999999999999922e-01,0.000000000000000000e+00,8.774919121368629938e-04,8.382968067834966064e-01,0.000000000000000000e+00,6.055744642866267569e-01
2.200000000000000011e-01,0.000000000000000000e+00,1.113773883736483492e-03,8.390173835600144292e-01,0.000000000000000000e+00,5.470526250914439226e-01
2.300000000000000100e-01,0.000000000000000000e+00,1.343693520707772010e-03,8.380664232178975936e-01,0.000000000000000000e+00,7.056920603023499883e-01
2.399999999999999911e-01,0.000000000000000000e+00,1.127273140403429151e-03,8.358869030681970180e-01,0.000000000000000000e+00,6.475329113963945726e-01
2.500000000000000000e-01,0.000000000000000000e+00,1.424959060679974665e-03,8.356374117054157225e-01,1.705197828134354804e-02,7.297431256299350411e-01
2.600000000000000089e-01,0.000000000000000000e+00,1.124825710301208129e-03,8.331078074786445464e-01,2.473037639768076862e-02,7.405886012534163010e-01
2.700000000000000178e-01,0.000000000000000000e+00,5.449954149240594618e-04,8.337380328908887694e-01,0.000000000000000000e+00,1.034731900437609653e+00
2.800000000000000266e-01,0.000000000000000000e+00,8.434033690602149537e-05,8.343674458135948990e-01,0.000000000000000000e+00,1.217432628034599729e+00
2.899999999999999800e-01,0.000000000000000000e+00,-1.765647458451083699e-04,8.343715414203171088e-01,0.000000000000000000e+00,1.116198063992163148e+00
2.999999999999999889e-01,0.000000000000000000e+00,-3.974133648228158895e-04,8.318415342716023453e-01,0.000000000000000000e+00,1.150014737220014238e+00
3.099999999999999978e-01,0.000000000000000000e+00,-4.802325791289415585e-04,8.324957283798455343e-01,4.288518366799736262e-03,1.102050620363462574e+00
3.200000000000000067e-01,0.000000000000000000e+00,-3.123459442724722855e-04,8.324373436035691354e-01,2.794495712484867944e-02,9.910228549097995776e-01
3.300000000000000155e-01,0.000000000000000000e+00,-4.153186226968777549e-04,8.332714909728515806e-01,1.194740157971339346e-02,1.304728071267450273e+00
3.400000000000000244e-01,0.000000000000000000e+00,-8.429070548180137880e-04,8.323429180768509017e-01,0.000000000000000000e+00,1.039440442842705314e+00
3.500000000000000333e-01,0.000000000000000000e+00,-7.347157973397788798e-04,8.309863870233208383e-01,0.000000000000000000e+00,9.834593641423173827e-01
3.599999999999999867e-01,0.000000000000000000e+00,-1.528595396556349170e-03,8.294198147645105434e-01,0.000000000000000000e+00,1.048105595894701869e+00
3.699999999999999956e-01,0.000000000000000000e+00,-2.302478880833722097e-03,8.299663892446056401e-01,0.000000000000000000e+00,1.103566550464729845e+00
3.800000000000000044e-01,0.000000000000000000e+00,-2.130591841568957139e-03,8.303084015899566683e-01,0.000000000000000000e+00,1.109231482020728521e+00
3.900000000000000133e-01,0.000000000000000000e+00,-2.496688775604747040e-03,8.314287858176678814e-01,0.000000000000000000e+00,1.103184068428957554e+00
4.000000000000000222e-01,0.000000000000000000e+00,-2.835356434695054939e-03,8.316996414955748484e-01,0.000000000000000000e+00,1.128757968996600081e+00
4.100000000000000311e-01,0.000000000000000000e+00,-3.386216162421513791e-03,8.323610424465790469e-01,0.000000000000000000e+00,1.024583974997773206e+00
4.199999999999999845e-01,0.000000000000000000e+00,-3.797246197342728311e-03,8.354152254455825544e-01,0.000000000000000000e+00,9.897271675386922762e-01
4.299999999999999933e-01,0.000000000000000000e+00,-3.532236828040925120e-03,8.345975903212859981e-01,0.000000000000000000e+00,9.338535748843173057e-01
4.400000000000000022e-01,0.000000000000000000e+00,-3.286843596642992187e-03,8.348837004142737328e-01,0.000000000000000000e+00,9.722005710221461872e-01
4.500000000000000111e-01,0.000000000000000000e+00,-3.167530300032638056e-03,8.346814343840693873e-01,0.000000000000000000e+00,1.221703150520789594e+00
4.600000000000000200e-01,0.000000000000000000e+00,-3.396705371568470300e-03,8.337561894660623363e-01,4.259865455372884198e-03,1.084080520784866053e+00
4.700000000000000289e-01,0.000000000000000000e+00,-2.456127490112945677e-03,8.345530777399204903e-01,2.616770822172949981e-03,1.324658033006875346e+00
4.799999999999999822e-01,0.000000000000000000e+00,-2.105370264104485748e-03,8.341669026457688707e-01,0.000000000000000000e+00,1.181080306005563241e+00
