# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.744981922403104235e-01,8.473571086873242161e-03,7.733211725947086279e+00
5.000000000000000278e-02,0.000000000000000000e+00,-3.523388083471827017e-04,9.713259316117134334e-01,7.459673147926967549e-03,7.574126952513261735e+00
1.000000000000000056e-01,0.000000000000000000e+00,-9.040452082557077313e-04,9.725618579205517200e-01,2.009921978522527346e-03,7.556444393315110197e+00
1.500000000000000222e-01,0.000000000000000000e+00,4.263605153764244565e-04,9.722748451917889723e-01,0.000000000000000000e+00,7.675664972758752924e+00
2.000000000000000111e-01,0.000000000000000000e+00,1.501341934200542232e-03,9.707092453522181419e-01,0.000000000000000000e+00,7.540163033619774247e+00
2.500000000000000000e-01,0.000000000000000000e+00,4.264959413977217548e-03,9.721844873738554327e-01,2.923126130159040686e-02,7.221238478699308239e+00
3.000000000000000444e-01,0.000000000000000000e+00,4.391122273868324627e-03,9.742419380847511245e-01,4.554886689139897582e-02,7.735438015187000360e+00
3.500000000000000333e-01,0.000000000000000000e+00,4.271513430684875136e-03,9.746708741921360497e-01,5.776214591369652207e-02,7.422248685672773405e+00
4.000000000000000222e-01,0.000000000000000000e+00,2.986738161702789246e-03,9.717989967634895754e-01,5.912750315276934371e-02,7.574132938346981092e+00
4.500000000000000111e-01,0.000000000000000000e+00,2.349916720202688790e-03,9.722336313055814916e-01,2.790204540953798024e-02,7.555236701696610879e+00
5.000000000000000000e-01,0.000000000000000000e+00,2.231253849321936013e-03,9.690745721107911770e-01,1.060206405711096311e-02,7.587847230836626267e+00
5.500000000000000444e-01,0.000000000000000000e+00,1.023187062257069780e-03,9.676120475745417782e-01,5.118434415203045387e-03,7.495196670363238667e+00
6.000000000000000888e-01,0.000000000000000000e+00,1.021338705892467415e-03,9.691505854999367120e-01,9.493897320956415364e-03,7.514907011110927293e+00
6.500000000000000222e-01,0.000000000000000000e+00,-7.483066260687931768e-04,9.708541441809598327e-01,9.830780929664896181e-03,7.655590298929674020e+00
7.000000000000000666e-01,0.000000000000000000e+00,-1.122281626673978048e-03,9.721820186620915294e-01,0.000000000000000000e+00,7.580059667731491757e+00
7.500000000000000000e-01,0.000000000000000000e+00,-3.902791136360565273e-03,9.718881404959985870e-01,1.078172123618097514e-02,7.581244582398143805e+00
8.000000000000000444e-01,0.000000000000000000e+00,-4.060991911996377629e-03,9.727745159906446837e-01,1.878506065072851894e-02,7.457221314158560155e+00
8.500000000000000888e-01,0.000000000000000000e+00,-4.541491185419073255e-03,9.736723294088656111e-01,5.689979896112635008e-03,9.015824992046514552e+00
9.000000000000000222e-01,0.000000000000000000e+00,-4.435760094461751318e-03,9.736980480711261432e-01,2.545846618692366309e-02,8.905525706995272017e+00
9.500000000000000666e-01,0.000000000000000000e+00,-4.077122559832222111e-03,9.760983039903532443e-01,3.753912917614547762e-02,9.090514447147318933e+00
1.000000000000000000e+00,0.000000000000000000e+00,-2.448724367657353559e-03,9.728375226269969644e-01,1.459183845679508200e-02,9.058484764637952935e+00
1.050000000000000044e+00,0.000000000000000000e+00,-3.343354940710047823e-03,9.668070260371768310e-01,1.568381361305274529e-02,9.026801482532501808e+00
1.100000000000000089e+00,0.000000000000000000e+00,-2.996521370975535267e-03,9.637057242632705023e-01,2.311328716237838476e-02,4.301717403650691551e+00
1.150000000000000133e+00,0.000000000000000000e+00,-3.676586877269568971e-03,9.658439042159259191e-01,0.000000000000000000e+00,8.256262770823736830e+00
1.200000000000000178e+00,0.000000000000000000e+00,-1.941006944135063427e-03,9.674815831025962432e-01,0.000000000000000000e+00,8.410505582204184094e+00
1.250000000000000000e+00,0.000000000000000000e+00,-3.596103477595267387e-03,9.696204118503273239e-01,0.000000000000000000e+00,8.329973852676284096e+00
1.300000000000000044e+00,0.000000000000000000e+00,-2.598474753630908470e-03,9.712129331743630800e-01,0.000000000000000000e+00,8.407603600168810587e+00
1.350000000000000089e+00,0.000000000000000000e+00,-1.934001983884972055e-03,9.696461225570927045e-01,4.576940750082345889e-03,5.589068553927281080e+00
1.400000000000000133e+00,0.000000000000000000e+00,-1.879395969715600854e-03,9.707112372886115281e-01,1.996202047246584815e-02,5.543130993304703935e+00
1.450000000000000178e+00,0.000000000000000000e+00,-4.287243608899250508e-04,9.733286450224434283e-01,8.047316057090426675e-03,5.475563695719901425e+00
1.500000000000000000e+00,0.000000000000000000e+00,-1.743496231701240583e-04,9.741984402974568358e-01,3.800275899559482119e-03,5.460529055666782483e+00
1.550000000000000044e+00,0.000000000000000000e+00,-1.071136939769100306e-03,9.759979767662592121e-01,0.000000000000000000e+00,5.425773799318927892e+00
1.600000000000000089e+00,0.000000000000000000e+00,-1.011132272561808499e-03,9.777513059190319211e-01,0.000000000000000000e+00,5.416390728381213826e+00
1.650000000000000133e+00,0.000000000000000000e+00,6.788812686831728182e-05,9.822263621025262292e-01,0.000000000000000000e+00,5.238380195728462141e+00
