# t,Source,R,A,B,C
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.174301720870327248e+00,1.330101197378166442e-02,9.866733719670998326e+00
5.000000000000000278e-02,0.000000000000000000e+00,1.354328177974983404e-03,1.174518569717835303e+00,2.236421034299915928e-02,9.787165271705577041e+00
1.000000000000000056e-01,0.000000000000000000e+00,-3.065116902272011119e-05,1.172369751559186879e+00,4.426367858532639574e-03,9.722167322051896932e+00
1.500000000000000222e-01,0.000000000000000000e+00,1.219395510357456020e-03,1.171401910660473167e+00,0.000000000000000000e+00,9.816533962295745042e+00
2.000000000000000111e-01,0.000000000000000000e+00,9.338779531217049909e-04,1.172663585530860253e+00,0.000000000000000000e+00,9.909284160090534144e+00
2.500000000000000000e-01,0.000000000000000000e+00,1.676737875147977066e-03,1.175105122191931528e+00,0.000000000000000000e+00,9.988964836848655438e+00
3.000000000000000444e-01,0.000000000000000000e+00,2.678995417161220485e-03,1.176026699110024776e+00,0.000000000000000000e+00,9.861104645300924787e+00
3.500000000000000333e-01,0.000000000000000000e+00,3.343367441363814287e-03,1.172437630562221056e+00,3.177979408414131901e-02,1.001555302258728020e+01
4.000000000000000222e-01,0.000000000000000000e+00,2.944365969870154677e-03,1.168394669716779743e+00,6.595306538814628416e-02,9.713285668890250690e+00
4.500000000000000111e-01,0.000000000000000000e+00,4.192286663473786257e-03,1.170669167606488426e+00,5.174018531501260038e-02,9.870311342517021913e+00
5.000000000000000000e-01,0.000000000000000000e+00,3.951877441523693815e-03,1.174449705552272238e+00,1.188754700904294352e-02,9.815250597687947831e+00
5.500000000000000444e-01,0.000000000000000000e+00,3.987239218710273911e-03,1.171504300824573352e+00,0.000000000000000000e+00,1.002274141771138183e+01
6.000000000000000888e-01,0.000000000000000000e+00,3.765666624608522001e-03,1.167841526059481883e+00,0.000000000000000000e+00,9.884991130105921897e+00
6.500000000000000222e-01,0.000000000000000000e+00,5.238186250607081672e-03,1.162062963249089975e+00,0.000000000000000000e+00,9.902704732157749490e+00
7.000000000000000666e-01,0.000000000000000000e+00,4.072010325671823749e-03,1.161455766903720654e+00,0.000000000000000000e+00,9.761169498625223540e+00
7.500000000000000000e-01,0.000000000000000000e+00,3.959841361120343232e-03,1.161022420048195780e+00,1.482824777504341759e-02,9.828737948716913309e+00
8.000000000000000444e-01,0.000000000000000000e+00,3.524889157938779043e-03,1.161548686437316791e+00,2.752142514228628906e-02,9.900070833114117619e+00
8.500000000000000888e-01,0.000000000000000000e+00,3.542387770552877721e-03,1.159291315003263101e+00,2.806051871537771150e-02,9.995385411378707730e+00
9.000000000000000222e-01,0.000000000000000000e+00,5.797996345259156040e-03,1.154431053208466507e+00,4.116347262248955252e-02,9.726491338035067713e+00
9.500000000000000666e-01,0.000000000000000000e+00,5.384737939867554127e-03,1.152144577467406839e+00,1.059004870403906957e-02,9.821991877160010986e+00
1.000000000000000000e+00,0.000000000000000000e+00,4.783001467929631073e-03,1.148261771843332335e+00,0.000000000000000000e+00,9.952350193704727843e+00
1.050000000000000044e+00,0.000000000000000000e+00,2.475173033539904144e-03,1.144051937554180665e+00,0.000000000000000000e+00,9.815574887563764506e+00
1.100000000000000089e+00,0.000000000000000000e+00,2.860124712730151720e-03,1.141880710489028505e+00,0.000000000000000000e+00,9.822634573091340471e+00
1.150000000000000133e+00,0.000000000000000000e+00,2.772336622245909123e-03,1.140027384009916434e+00,0.000000000000000000e+00,9.885959938650533019e+00
1.200000000000000178e+00,0.000000000000000000e+00,2.033583858150294580e-03,1.136218869647423579e+00,0.000000000000000000e+00,9.802673485119884234e+00
1.250000000000000000e+00,0.000000000000000000e+00,2.017878412978917416e-03,1.133714058640928224e+00,1.541106728493086414e-02,9.936398848960184438e+00
1.300000000000000044e+00,0.000000000000000000e+00,1.408990137111272361e-03,1.130648583993632883e+00,2.741793474911206202e-02,9.811402829798140601e+00
1.350000000000000089e+00,0.000000000000000000e+00,1.088329344469443280e-03,1.127435935701274872e+00,2.337140026305849910e-02,9.908885790687085304e+00
1.400000000000000133e+00,0.000000000000000000e+00,4.349178015902999388e-04,1.125474820889379890e+00,1.139930420652224274e-02,9.775578024707478164e+00
1.450000000000000178e+00,0.000000000000000000e+00,7.630640651911960127e-04,1.123939000449848402e+00,0.000000000000000000e+00,9.779007571005255528e+00
1.500000000000000000e+00,0.000000000000000000e+00,2.144586180026237382e-03,1.121129611772629930e+00,0.000000000000000000e+00,9.775307890640098307e+00
1.550000000000000044e+00,0.000000000000000000e+00,2.452511330647211100e-03,1.118135161427316060e+00,1.213382508491817405e-02,1.000344160310762831e+01
1.600000000000000089e+00,0.000000000000000000e+00,1.024208936757100901e-03,1.117293983145811520e+00,2.683221758877911423e-03,9.864141068825295733e+00
1.650000000000000133e+00,0.000000000000000000e+00,5.781931512959313617e-04,1.114925124879061480e+00,0.000000000000000000e+00,9.754582404239002358e+00
1.700000000000000178e+00,0.000000000000000000e+00,9.835845228101044741e-04,1.113220296940396814e+00,0.000000000000000000e+00,9.750201857325576427e+00
1.750000000000000000e+00,0.000000000000000000e+00,-2.747401522104901857e-04,1.113828076200275685e+00,0.000000000000000000e+00,9.646852739790627851e+00
1.800000000000000044e+00,0.000000000000000000e+00,-1.759212118237646252e-03,1.113312649817511435e+00,0.000000000000000000e+00,9.878962820552846580e+00
1.850000000000000089e+00,0.000000000000000000e+00,-1.895253003374397721e-03,1.113572036087763450e+00,0.000000000000000000e+00,9.916509420215943393e+00
1.900000000000000133e+00,0.000000000000000000e+00,-1.855247050652965952e-03,1.108464050627984587e+00,0.000000000000000000e+00,9.850190507617647029e+00
1.950000000000000178e+00,0.000000000000000000e+00,-2.931182909636331161e-03,1.107404512482145664e+00,0.000000000000000000e+00,9.771179876587899216e+00
2.000000000000000000e+00,0.000000000000000000e+00,-3.947140510654190831e-03,1.110700259262449086e+00,1.215128185678382260e-02,9.888368217386641845e+00
2.050000000000000266e+00,0.000000000000000000e+00,-5.814678330620214573e-03,1.108623039054551063e+00,4.510975074400187801e-02,9.713367228063178871e+00
2.100000000000000089e+00,0.000000000000000000e+00,-4.501813502224467217e-03,1.112396772913330167e+00,5.382097601254934999e-02,9.868139001679475442e+00
2.149999999999999911e+00,0.000000000000000000e+00,-4.902832508460669599e-03,1.109466118210211016e+00,4.222708842056868694e-02,9.825326485531849841e+00
2.200000000000000178e+00,0.000000000000000000e+00,-5.600541744579786395e-03,1.111618533491056882e+00,1.686341705000714286e-02,9.993259460499784197e+00
2.250000000000000000e+00,0.000000000000000000e+00,-5.147880749110422642e-03,1.113103817378931382e+00,0.000000000000000000e+00,9.813535871712270264e+00
2.300000000000000266e+00,0.000000000000000000e+00,-3.649776135497400167e-03,1.115566538543411479e+00,0.000000000000000000e+00,9.939266200328061629e+00
2.350000000000000089e+00,0.000000000000000000e+00,-4.578547033913847077e-03,1.115318931525798307e+00,5.954305854369582041e-03,9.900161189633593040e+00
2.400000000000000355e+00,0.000000000000000000e+00,-3.209094582510950075e-03,1.117254530312590477e+00,3.135009281825271166e-02,9.792593652703594387e+00
2.450000000000000178e+00,0.000000000000000000e+00,-1.963126011193415052e-03,1.119718398472798304e+00,5.090413966287222342e-02,1.004383353052934957e+01
2.500000000000000000e+00,0.000000000000000000e+00,-2.834780898557401514e-03,1.122762129419050847e+00,4.928481381717611520e-02,9.648318819025648807e+00
2.550000000000000266e+00,0.000000000000000000e+00,-1.989632561249943081e-03,1.122087053373758359e+00,1.985220114742257402e-02,9.890437088843476943e+00
2.600000000000000089e+00,0.000000000000000000e+00,-2.382963906924189922e-04,1.125506231185044115e+00,0.000000000000000000e+00,1.005473504405375884e+01
2.650000000000000355e+00,0.000000000000000000e+00,8.356815324131423384e-04,1.127784762242446392e+00,0.000000000000000000e+00,9.947312982264723047e+00
2.700000000000000178e+00,0.000000000000000000e+00,-1.259669023866737732e-04,1.127915311834492451e+00,9.006646177980456858e-03,9.858481370775816544e+00
2.750000000000000000e+00,0.000000000000000000e+00,-5.348998393781073061e-04,1.130713053618574770e+00,8.691650400174187607e-03,9.625504527657930964e+00
2.800000000000000266e+00,0.000000000000000000e+00,-1.520482961922249836e-03,1.131522040777084293e+00,0.000000000000000000e+00,9.868473503438139005e+00
2.850000000000000089e+00,0.000000000000000000e+00,-1.231903994591252577e-03,1.132747535389665439e+00,0.000000000000000000e+00,9.313601808090185230e+00
2.900000000000000355e+00,0.000000000000000000e+00,-1.356948729184862630e-03,1.129315030670485109e+00,0.000000000000000000e+00,9.299050686445003322e+00
2.950000000000000178e+00,0.000000000000000000e+00,-1.077497610988174511e-03,1.129904217477583739e+00,0.000000000000000000e+00,9.324227010430346851e+00
3.000000000000000000e+00,0.000000000000000000e+00,-2.471080949274888361e-03,1.131622103503007626e+00,0.000000000000000000e+00,9.159583370678461733e+00
3.050000000000000266e+00,0.000000000000000000e+00,-3.590536351116512676e-03,1.135723158071536787e+00,0.000000000000000000e+00,9.124756751204857963e+00
3.100000000000000089e+00,0.000000000000000000e+00,-2.563456481494562952e-03,1.136855311132358493e+00,4.905090353525403367e-03,9.121576390503411957e+00
3.150000000000000355e+00,0.000000000000000000e+00,-1.633527081162299607e-03,1.138011336545825314e+00,1.476578715435013928e-02,1.583084625121947697e+00
3.200000000000000178e+00,0.000000000000000000e+00,-2.076353059794219455e-03,1.137144406095036642e+00,1.179940173776282929e-02,1.873468663448081051e+00
3.250000000000000000e+00,0.000000000000000000e+00,-7.705072118458090435e-04,1.135587974732829464e+00,0.000000000000000000e+00,1.870182507104935610e+00
3.300000000000000266e+00,0.000000000000000000e+00,-6.517674842387619722e-04,1.137577420042320764e+00,0.000000000000000000e+00,1.753509424109591430e+00
3.350000000000000089e+00,0.000000000000000000e+00,8.664026041143212337e-04,1.136947536797972225e+00,0.000000000000000000e+00,1.906629695565740468e+00
3.400000000000000355e+00,0.000000000000000000e+00,7.607322479600493780e-04,1.135299990426671402e+00,0.000000000000000000e+00,5.907732678593346165e+00
